PeakID (cmd=annotatePeaks.pl 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_127	chr1	32503503	32503552	+	33	NA	non-coding (NR_073499, exon 6 of 11)	non-coding (NR_073499, exon 6 of 11)	24232	NR_073498	10657	Hs.445893	NM_006559	ENSG00000121774	KHDRBS1	Sam68|p62|p68	KH domain containing, RNA binding, signal transduction associated 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_534	chr1	193111090	193111195	+	33	NA	exon (NM_024529, exon 7 of 17)	exon (NM_024529, exon 7 of 17)	5509	NR_031691	100302163		NR_031691	ENSG00000221680	MIR1278	MIRN1278|hsa-mir-1278|mir-1278	microRNA 1278	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3818	chr2	201317831	201317906	+	33	NA	intron (NM_001282735, intron 8 of 12)	intron (NM_001282735, intron 8 of 12)	56924	NM_152387	130535	Hs.605775	NM_152387	ENSG00000155729	KCTD18	6530404F10Rik	potassium channel tetramerization domain containing 18	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5087	chr5	99871064	99871148	+	33	NA	5' UTR (NM_198507, exon 1 of 3)	promoter-TSS (NM_198507)	97	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|TMEM157|UNQ1912	family with sequence similarity 174, member A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_692	chr1	247374098	247374147	+	33	NA	Intergenic--1690	CpG	-8760	NR_037480	100500849		NR_037480	ENSG00000263568	MIR3916	mir-3916	microRNA 3916	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4906	chr6	16736672	16736721	+	33	NA	intron (NM_001128164, intron 2 of 7)	intron (NM_001128164, intron 2 of 7)	25025	NM_000332	6310	Hs.434961	NM_000332	ENSG00000124788	ATXN1	ATX1|D6S504E|SCA1	ataxin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1732	chr13	60631635	60631684	+	33	NA	intron (NM_001258367, intron 2 of 25)	L1PB3|LINE|L1	44222	NR_109839	100874195	Hs.664101	NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_102	chr1	23710805	23710854	+	33	NA	intron (NM_003196, intron 10 of 10)	intron (NM_003196, intron 10 of 10)	-14472	NM_001077195	80818	Hs.293798	NM_030634	ENSG00000125945	ZNF436	ZNF|Zfp46	zinc finger protein 436	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6518	chrX	10110385	10110434	+	33	NA	3' UTR (NM_015691, exon 23 of 23)	3' UTR (NM_015691, exon 23 of 23)	-14576	NM_001830	1183	Hs.495674	NM_001830	ENSG00000073464	CLCN4	CLC4|ClC-4|ClC-4A	chloride channel, voltage-sensitive 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1861	chr13	111806026	111806075	+	33	NA	intron (NM_001113512, intron 1 of 17)	promoter-TSS (NR_120398)	-11	NM_003899	8874	Hs.508738	NM_003899	ENSG00000102606	ARHGEF7	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	Rho guanine nucleotide exchange factor 7	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3585	chr2	65482696	65482745	+	33	NA	exon (NM_001005386, exon 7 of 10)	exon (NM_001005386, exon 7 of 10)	27891	NM_001005386	10097	Hs.643727	NM_005722	ENSG00000138071	ACTR2	ARP2	ARP2 actin-related protein 2 homolog (yeast)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2539	chr17	17758254	17758303	+	33	NA	intron (NM_001288787, intron 11 of 13)	intron (NM_001288787, intron 11 of 13)	-17953	NM_004176	6720	Hs.592123	NM_004176	ENSG00000072310	SREBF1	SREBP-1c|SREBP1|bHLHd1	sterol regulatory element binding transcription factor 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3033	chr19	21950326	21950375	+	33	NA	5' UTR (NM_173531, exon 1 of 5)	promoter-TSS (NM_173531)	80	NM_173531	163227	Hs.365142	NM_173531		ZNF100	-	zinc finger protein 100	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5873	chr7	114167719	114167768	+	33	NA	intron (NR_033767, intron 2 of 17)	L2|LINE|L2	101186	NM_001172767	93986	Hs.282787	NM_014491	ENSG00000128573	FOXP2	CAGH44|SPCH1|TNRC10	forkhead box P2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5023	chr6	34664602	34664660	+	33	NA	Intergenic	promoter-TSS (NM_022758)	-4	NM_022758	64771	Hs.643498	NM_022758	ENSG00000196821	C6orf106	FP852|dJ391O22.4	chromosome 6 open reading frame 106	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4767	chr4	87515469	87515520	+	33	NA	5' UTR (NM_080683, exon 1 of 48)	promoter-TSS (NM_080683)	26	NM_080684	5783	Hs.436142	NM_006264	ENSG00000163629	PTPN13	FAP-1|PNP1|PTP-BAS|PTP-BL|PTP1E|PTPL1|PTPLE|hPTP1E	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2154	chr15	75931750	75931799	+	33	NA	3' UTR (NM_018285, exon 1 of 1)	3' UTR (NM_018285, exon 1 of 1)	890	NM_018285	55272	Hs.513043	NM_018285	ENSG00000177971	IMP3	BRMS2|C15orf12|MRPS4	IMP3, U3 small nucleolar ribonucleoprotein	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_66	chr1	19949984	19950033	+	33	NA	exon (NM_001032363, exon 3 of 4)	exon (NM_001032363, exon 3 of 4)	15707	NR_077246	644068	Hs.660760	NR_077246		RPS14P3	RPS14_1_16	ribosomal protein S14 pseudogene 3	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3576	chr2	63058194	63058243	+	33	NA	exon (NM_001142616, exon 7 of 23)	exon (NM_001142616, exon 7 of 23)	124186	NM_001142614	23301	Hs.271667	NM_015252	ENSG00000115504	EHBP1	HPC12|NACSIN	EH domain binding protein 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_211	chr1	47069872	47069921	+	33	NA	5' UTR (NM_001135553, exon 1 of 13)	promoter-TSS (NM_001135553)	70	NM_198973	8569	Hs.371594	NM_003684	ENSG00000079277	MKNK1	MNK1	MAP kinase interacting serine/threonine kinase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_973	chr11	2417131	2417209	+	33	NA	exon (NM_004356, exon 6 of 8)	exon (NM_004356, exon 6 of 8)	-4548	NM_005706	10078	Hs.523424	NM_005706	ENSG00000184281	TSSC4	-	tumor suppressing subtransferable candidate 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5747	chr8	80976754	80976803	+	33	NA	exon (NM_005079, exon 2 of 6)	exon (NM_005079, exon 2 of 6)	16288	NM_001287140	7163	Hs.368433	NM_005079	ENSG00000076554	TPD52	D52|N8L|PC-1|PrLZ|hD52	tumor protein D52	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5033	chr5	70751480	70751529	+	33	NA	5' UTR (NM_018429, exon 1 of 39)	promoter-TSS (NM_018429)	62	NM_018429	55814	Hs.258272	NM_018429	ENSG00000145734	BDP1	HSA238520|TAF3B1|TFC5|TFIIIB''|TFIIIB150|TFIIIB90|TFNR	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_777	chr10	51610379	51610428	+	33	NA	non-coding (NR_073029, exon 5 of 8)	non-coding (NR_073029, exon 5 of 8)	12983	NR_073029	100287932	Hs.524308	NM_006327	ENSG00000265354	TIMM23	TIM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1453	chr12	27787908	27787957	+	33	NA	exon (NM_001198916, exon 4 of 28)	exon (NM_001198916, exon 4 of 28)	-61496	NM_001029874	387849	Hs.269836	NM_001029874	ENSG00000174236	REP15	RAB15EP	RAB15 effector protein	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3240	chr2	40006348	40006407	+	33	NA	exon (NM_025264, exon 1 of 10)	promoter-TSS (NM_025264)	39	NM_025264	80745	Hs.468254	NM_025264	ENSG00000138050	THUMPD2	C2orf8	THUMP domain containing 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_440	chr1	156084954	156085043	+	33	NA	exon (NM_001282625, exon 4 of 13)	exon (NM_001282625, exon 4 of 13)	537	NM_001282626	4000	Hs.594444	NM_005572	ENSG00000160789	LMNA	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1	lamin A/C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4584	chr3	161318389	161318438	+	33	NA	Intergenic--3603	MER5A|DNA|hAT-Charlie	103817	NM_001080440	131149	Hs.585021	NM_001080440	ENSG00000182447	OTOL1	C1QTNF15	otolin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3402	chr19	50529286	50529335	+	33	NA	5' UTR (NM_015428, exon 1 of 5)	promoter-TSS (NM_001025778)	247	NM_001308424	25888	Hs.440553	NM_015428	ENSG00000142528	ZNF473	HZFP100|ZN473	zinc finger protein 473	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1749	chr13	79188625	79188674	+	33	NA	3' UTR (NM_024546, exon 6 of 6)	3' UTR (NM_024546, exon 6 of 6)	-10954	NM_006237	5457	Hs.654522	NM_006237	ENSG00000152192	POU4F1	BRN3A|Oct-T1|RDC-1|brn-3A	POU class 4 homeobox 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3658	chr2	105665659	105665713	+	33	NA	exon (NM_182640, exon 2 of 11)	exon (NM_182640, exon 2 of 11)	-10732	NR_110603	102724691	Hs.606390	NR_110603	ENSG00000224509	LOC102724691	-	uncharacterized LOC102724691	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1973	chr14	99947043	99947092	+	33	NA	5' UTR (NM_199123, exon 1 of 9)	promoter-TSS (NM_001099402)	159	NM_199123	84193	Hs.510407	NM_032233	ENSG00000183576	SETD3	C14orf154	SET domain containing 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4453	chr4	110163731	110163780	+	33	NA	intron (NM_032518, intron 3 of 33)	intron (NM_032518, intron 3 of 33)	59768	NM_001256074	84570	Hs.658842	NM_032518	ENSG00000188517	COL25A1	AMY|CFEOM5|CLAC|CLAC-P|CLACP	collagen, type XXV, alpha 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5566	chr7	131241303	131241368	+	33	NA	5' UTR (NM_005397, exon 1 of 8)	promoter-TSS (NM_005397)	41	NM_005397	5420	Hs.744213	NM_005397		PODXL	Gp200|PC|PCLP|PCLP-1	podocalyxin-like	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3033	chr18	43754034	43754083	+	33	NA	5' UTR (NM_145055, exon 1 of 5)	promoter-TSS (NM_145055)	70	NM_145055	147339	Hs.116486	NM_145055	ENSG00000152242	C18orf25	ARKL1|RNF111L1	chromosome 18 open reading frame 25	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1616	chr12	93861293	93861342	+	33	NA	5' UTR (NM_172177, exon 1 of 6)	promoter-TSS (NM_172177)	51	NM_014050	28977	Hs.199579	NM_014050		MRPL42	HSPC204|L31MT|L42MT|MRP-L31|MRP-L42|MRP-S32|MRPL31|MRPS32|PTD007|RPML31|S32MT	mitochondrial ribosomal protein L42	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5236	chr5	157186918	157186967	+	33	NA	3' UTR (NM_173491, exon 4 of 4)	3' UTR (NM_173491, exon 4 of 4)	16239	NM_173491	134353	Hs.23648	NM_173491	ENSG00000155858	LSM11	-	LSM11, U7 small nuclear RNA associated	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5190	chr6	127198650	127198699	+	33	NA	Intergenic--6073	L1M3c|LINE|L1	-241374	NM_032784	84870	Hs.135254	NM_032784		RSPO3	CRISTIN1|PWTSR|THSD2	R-spondin 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5536	chr7	111504267	111504316	+	33	NA	intron (NM_014705, intron 22 of 51)	intron (NM_014705, intron 22 of 51)	55730	NR_103806	100506413	Hs.677513	NR_103806	ENSG00000225572	DOCK4-AS1	-	DOCK4 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5107	chr6	84117560	84117609	+	33	NA	exon (NM_002395, exon 2 of 14)	exon (NM_002395, exon 2 of 14)	23354	NM_002395	4199	Hs.21160	NM_002395	ENSG00000065833	ME1	HUMNDME|MES	malic enzyme 1, NADP(+)-dependent, cytosolic	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3367	chr19	48112391	48112440	+	33	NA	intron (NM_015711, intron 1 of 14)	CpG	962	NM_015711	29998	Hs.97244	NM_015711	ENSG00000063169	GLTSCR1	-	glioma tumor suppressor candidate region gene 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_53	chr1	11986447	11986496	+	33	NA	5' UTR (NM_138346, exon 1 of 3)	promoter-TSS (NM_138346)	14	NM_138346	90231	Hs.520094	NM_138346	ENSG00000116685	KIAA2013	-	KIAA2013	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_228	chr1	52891618	52891667	+	33	NA	intron (NM_015269, intron 28 of 29)	L2c|LINE|L2	21423	NM_032864	84950	Hs.5301	NM_032284		PRPF38A	Prp38	pre-mRNA processing factor 38A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_975	chr11	8748137	8748186	+	33	NA	intron (NM_139157, intron 2 of 18)	MIRb|SINE|MIR	41175	NR_002977	677826	Hs.745552	NR_002977	ENSG00000212607	SNORA3B	ACA3-2|SNORA45|SNORA45B	small nucleolar RNA, H/ACA box 3B	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_920	chr10	114207015	114207064	+	33	NA	5' UTR (NM_145206, exon 1 of 8)	promoter-TSS (NM_022494)	283	NM_145206	143187	Hs.194554	NM_145206	ENSG00000151532	VTI1A	MMDS3|MVti1|VTI1RP2|Vti1-rp2	vesicle transport through interaction with t-SNAREs 1A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_747	chr10	31731791	31731840	+	33	NA	intron (NM_001128128, intron 1 of 8)	L2a|LINE|L2	121751	NM_001174094	6935	Hs.124503	NM_030751	ENSG00000148516	ZEB1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	zinc finger E-box binding homeobox 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3727	chr2	148793031	148793080	+	33	NA	intron (NM_018328, intron 2 of 14)	intron (NM_018328, intron 2 of 14)	-13882	NM_181742	5000	Hs.558364	NM_002552	ENSG00000115947	ORC4	ORC4L|ORC4P	origin recognition complex subunit 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1615	chr12	93771705	93771754	+	33	NA	5' UTR (NM_019094, exon 1 of 5)	promoter-TSS (NM_019094)	-17	NR_002212	440672	Hs.601274	NR_002212		NUDT4P1	-	nudix hydrolase 4 pseudogene 1	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5246	chr6	146258659	146258708	+	33	NA	intron (NM_173082, intron 11 of 29)	L2|LINE|L2	26550	NM_173082	257218	Hs.723297	NM_173082	ENSG00000146414	SHPRH	bA545I5.2	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_929	chr10	116697972	116698071	+	33	NA	exon (NM_139169, exon 1 of 8)	promoter-TSS (NM_139169)	69	NM_139169	142940	Hs.21187	NM_139169	ENSG00000165832	TRUB1	PUS4	TruB pseudouridine (psi) synthase family member 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2784	chr17	41323239	41323288	+	33	NA	5' UTR (NM_005899, exon 1 of 21)	promoter-TSS (NR_110868)	276	NM_001291572	4077	Hs.277721	NM_005899	ENSG00000188554	NBR1	1A1-3B|IAI3B|M17S2|MIG19	neighbor of BRCA1 gene 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2155	chr15	75932462	75932549	+	33	NA	exon (NM_018285, exon 1 of 1)	exon (NM_018285, exon 1 of 1)	159	NM_018285	55272	Hs.513043	NM_018285	ENSG00000177971	IMP3	BRMS2|C15orf12|MRPS4	IMP3, U3 small nucleolar ribonucleoprotein	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5846	chr8	128232261	128232310	+	33	NA	Intergenic	promoter-TSS (NR_108049)	-772	NR_108049	100507056	Hs.343864	NR_108049		CCAT1	CARLo-5|onco-lncRNA-40	colon cancer associated transcript 1 (non-protein coding)	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2107	chr15	65279716	65279765	+	33	NA	intron (NM_016630, intron 1 of 8)	intron (NM_016630, intron 1 of 8)	2104	NM_001127889	51324	Hs.242458	NM_016630	ENSG00000090487	SPG21	ACP33|BM-019|GL010|MAST	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5993	chr8	6264168	6264217	+	33	NA	exon (NM_001172575, exon 1 of 7)	promoter-TSS (NM_001172575)	79	NM_001172574	79648	Hs.593807	NM_024596		MCPH1	BRIT1|MCT	microcephalin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4410	chr4	82392924	82392973	+	33	NA	5' UTR (NM_001300735, exon 1 of 14)	5' UTR (NM_001300735, exon 1 of 14)	134	NM_001300735	153020	Hs.591696	NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2148	chr15	75221471	75221520	+	33	NA	exon (NM_004255, exon 2 of 5)	exon (NM_004255, exon 2 of 5)	9000	NM_004255	9377	Hs.401903	NM_004255		COX5A	COX|COX-VA|VA	cytochrome c oxidase subunit Va	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4098	chr3	88108077	88108126	+	33	NA	5' UTR (NM_003663, exon 1 of 3)	promoter-TSS (NM_003663)	45	NM_001008390	8545	Hs.444818	NM_003663	ENSG00000163320	CGGBP1	CGGBP|p20-CGGBP	CGG triplet repeat binding protein 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3365	chr2	110970068	110970122	+	33	NA	non-coding (NR_027063, exon 7 of 8)	non-coding (NR_027063, exon 7 of 8)	-7456	NM_207181	4867	Hs.280388	NM_000272	ENSG00000144061	NPHP1	JBTS4|NPH1|SLSN1	nephronophthisis 1 (juvenile)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_709	chr10	13213120	13213169	+	33	NA	exon (NM_182751, exon 3 of 20)	exon (NM_182751, exon 3 of 20)	9590	NM_018518	55388	Hs.198363	NM_018518	ENSG00000065328	MCM10	CNA43|DNA43|PRO2249	minichromosome maintenance 10 replication initiation factor	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_867	chr10	100168885	100168980	+	33	NA	intron (NM_032709, intron 2 of 15)	MER90a|LTR|ERV1	6046	NM_032709	84795	Hs.238303	NM_032709	ENSG00000119943	PYROXD2	C10orf33|FP3420	pyridine nucleotide-disulphide oxidoreductase domain 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4081	chr20	56964285	56964334	+	33	NA	5' UTR (NM_004738, exon 1 of 6)	non-coding (NR_036633, exon 1 of 4)	134	NM_001195677	9217	Hs.182625	NM_004738	ENSG00000124164	VAPB	ALS8|VAMP-B|VAP-B	VAMP (vesicle-associated membrane protein)-associated protein B and C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1053	chr11	34969116	34969165	+	33	NA	exon (NM_003477, exon 3 of 11)	exon (NM_003477, exon 3 of 11)	5756	NR_039836	100616437		NR_039836	ENSG00000251862	MIR1343	-	microRNA 1343	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_439	chr1	156084803	156084852	+	33	NA	exon (NM_001282625, exon 4 of 13)	exon (NM_001282625, exon 4 of 13)	366	NM_001282626	4000	Hs.594444	NM_005572	ENSG00000160789	LMNA	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1	lamin A/C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2556	chr17	22020696	22020745	+	33	NA	Intergenic--13584	Intergenic	-1717	NM_001190452	100462977	Hs.740185	NM_001190452	ENSG00000256618	MTRNR2L1	HN1	MT-RNR2-like 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1556	chr12	106460032	106460081	+	33	NA	3' UTR (NM_014840, exon 7 of 7)	3' UTR (NM_014840, exon 7 of 7)	73755	NM_014840	9891	Hs.524692	NM_014840	ENSG00000074590	NUAK1	ARK5	NUAK family, SNF1-like kinase, 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1247	chr11	75283081	75283130	+	33	NA	exon (NM_001235, exon 5 of 5)	exon (NM_001235, exon 5 of 5)	10004	NM_001235	871	Hs.596449	NM_001235	ENSG00000149257	SERPINH1	AsTP3|CBP1|CBP2|HSP47|OI10|PIG14|PPROM|RA-A47|SERPINH2|gp46	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5153	chr5	134113300	134113349	+	33	NA	exon (NM_014829, exon 6 of 23)	exon (NM_014829, exon 6 of 23)	18900	NM_014829	9879	Hs.406549	NM_014829	ENSG00000145833	DDX46	PRPF5|Prp5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_571	chr1	201978335	201978384	+	33	NA	Intergenic--1397	MIR3|SINE|MIR	-1331	NM_004433	1999	Hs.603657	NM_004433	ENSG00000163435	ELF3	EPR-1|ERT|ESE-1|ESX	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_956	chr11	450344	450402	+	33	NA	5' UTR (NM_030783, exon 1 of 12)	promoter-TSS (NM_030783)	93	NM_030783	81490	Hs.731700	NM_030783	ENSG00000174915	PTDSS2	PSS2	phosphatidylserine synthase 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1630	chr12	123745915	123745964	+	33	NA	non-coding (NR_073008, exon 4 of 4)	non-coding (NR_073008, exon 4 of 4)	6862	NM_001270434	8099	Hs.433201	NM_004642	ENSG00000111328	CDK2AP1	DOC1|DORC1|ST19|doc-1|p12DOC-1	cyclin-dependent kinase 2 associated protein 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2608	chr17	4736751	4736800	+	33	NA	5' UTR (NM_015716, exon 1 of 31)	5' UTR (NM_015716, exon 1 of 31)	140	NM_170663	50488	Hs.443417	NM_015716	ENSG00000141503	MINK1	B55|MAP4K6|MINK|YSK2|ZC3|hMINK|hMINKbeta	misshapen-like kinase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6135	chr8	97299315	97299364	+	33	NA	exon (NM_014754, exon 4 of 13)	exon (NM_014754, exon 4 of 13)	25225	NM_001290225	9791	Hs.292579	NM_014754		PTDSS1	LMHD|PSS1|PSSA	phosphatidylserine synthase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1041	chr11	31531335	31531384	+	33	NA	exon (NM_019040, exon 1 of 10)	promoter-TSS (NM_001304274)	83	NM_001288726	26610	Hs.175534	NM_019040		ELP4	AN|C11orf19|PAX6NEB|PAXNEB|dJ68P15A.1|hELP4	elongator acetyltransferase complex subunit 4	protein-coding
