PeakID (cmd=annotatePeaks.pl 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4038	chr4	57843662	57843711	+	28	NA	exon (NM_032313, exon 1 of 7)	exon (NM_032313, exon 1 of 7)	140	NM_032313	84273	Hs.8715	NM_032313		NOA1	C4orf14|MTG3|hAtNOS1|hNOA1|mAtNOS1	nitric oxide associated 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4615	chr6	27759100	27759149	+	28	NA	Intergenic--5534	Intergenic	16585	NM_003519	8340	Hs.137594	NM_003519	ENSG00000185130	HIST1H2BL	H2B/c|H2BFC|dJ97D16.4	histone cluster 1, H2bl	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2130	chr16	4374771	4374820	+	28	NA	intron (NR_110901, intron 3 of 3)	MIRb|SINE|MIR	3546	NR_110901	101926896	Hs.670300	NR_110901	ENSG00000262686	GLIS2-AS1	-	GLIS2 antisense RNA 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3735	chr3	52312334	52312383	+	28	NA	exon (NM_025222, exon 1 of 9)	exon (NM_025222, exon 1 of 9)	301	NM_025222	80335	Hs.194110	NM_025222	ENSG00000164091	WDR82	MST107|MSTP107|PRO2730|PRO34047|SWD2|TMEM113|WDR82A	WD repeat domain 82	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1663	chr13	92502930	92502979	+	28	NA	intron (NM_004466, intron 5 of 7)	intron (NM_004466, intron 5 of 7)	452081	NM_004466	2262	Hs.655675	NM_004466	ENSG00000179399	GPC5	-	glypican 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3892	chr22	50769104	50769153	+	28	NA	Intergenic--16702	AluY|SINE|Alu	-3639	NM_001001794	414918	Hs.530380	NM_001001794		DENND6B	AFI1B|FAM116B	DENN/MADD domain containing 6B	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5851	chrX	108885758	108885807	+	28	NA	3' UTR (NM_022977, exon 17 of 17)	3' UTR (NM_022977, exon 17 of 17)	-17389	NM_012282	23630	Hs.522753	NM_012282	ENSG00000176076	KCNE5	KCNE1L	potassium channel, voltage gated subfamily E regulatory beta subunit 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4917	chr6	167369934	167370045	+	28	NA	5' UTR (NM_003730, exon 1 of 9)	promoter-TSS (NM_003730)	88	NM_003730	8635	Hs.529989	NM_003730	ENSG00000026297	RNASET2	RNASE6PL|bA514O12.3	ribonuclease T2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4242	chr5	39373347	39373430	+	28	NA	3' UTR (NM_001343, exon 15 of 15)	3' UTR (NM_001343, exon 15 of 15)	-8733	NM_001737	735	Hs.654443	NM_001737	ENSG00000113600	C9	ARMD15|C9D	complement component 9	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4226	chr5	32312982	32313031	+	28	NA	5' UTR (NM_001294343, exon 1 of 15)	5' UTR (NM_001294343, exon 1 of 15)	108	NM_001040446	54545	Hs.481836	NM_019061	ENSG00000150712	MTMR12	3-PAP|PIP3AP	myotubularin related protein 12	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5698	chr9	131434743	131434792	+	28	NA	Intergenic--8412	Intergenic	-11167	NM_001122821	6418	Hs.436687	NM_003011	ENSG00000119335	SET	2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA	SET nuclear proto-oncogene	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_901	chr11	13690227	13690282	+	28	NA	5' UTR (NM_032228, exon 1 of 12)	promoter-TSS (NM_032228)	48	NM_032228	84188	Hs.501991	NM_032228	ENSG00000197601	FAR1	MLSTD2|PFCRD|SDR10E1	fatty acyl CoA reductase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5320	chr7	98565154	98565224	+	28	NA	exon (NM_003496, exon 49 of 71)	exon (NM_003496, exon 49 of 71)	-45599	NR_110102	101927550	Hs.636663	NR_110102	ENSG00000242687	LOC101927550	-	uncharacterized LOC101927550	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2670	chr19	875364	875413	+	28	NA	exon (NM_005481, exon 10 of 16)	exon (NM_005481, exon 10 of 16)	15723	NM_001928	1675	Hs.155597	NM_001928	ENSG00000197766	CFD	ADIPSIN|ADN|DF|PFD	complement factor D (adipsin)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1312	chr12	20523095	20523144	+	28	NA	exon (NM_000921, exon 1 of 16)	exon (NM_000921, exon 1 of 16)	940	NM_000921	5139	Hs.386791	NM_000921	ENSG00000172572	PDE3A	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	phosphodiesterase 3A, cGMP-inhibited	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2512	chr17	40625308	40625357	+	28	NA	intron (NM_005177, intron 5 of 20)	intron (NM_005177, intron 5 of 20)	14470	NM_001130021	535	Hs.463074	NM_005177	ENSG00000033627	ATP6V0A1	ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1	ATPase, H+ transporting, lysosomal V0 subunit a1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5337	chr8	90742416	90742465	+	28	NA	intron (NR_125822, intron 1 of 4)	MIRb|SINE|MIR	27499	NR_125822	101929709	Hs.651324	NR_125822	ENSG00000251136	LOC101929709	-	uncharacterized LOC101929709	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1786	chr14	50235072	50235121	+	28	NA	5' UTR (NM_014315, exon 1 of 13)	5' UTR (NM_014315, exon 1 of 13)	309	NM_014315	23588	Hs.509264	NM_014315	ENSG00000165516	KLHDC2	HCLP-1|HCLP1|LCP	kelch domain containing 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2878	chr19	12902823	12902872	+	28	NA	exon (NM_002229, exon 1 of 1)	exon (NM_002229, exon 1 of 1)	537	NM_002229	3726	Hs.25292	NM_002229	ENSG00000171223	JUNB	AP-1	jun B proto-oncogene	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5817	chrX	71699063	71699112	+	28	NA	intron (NM_001166448, intron 4 of 4)	intron (NM_001166448, intron 4 of 4)	93866	NM_001166418	55869	Hs.310536	NM_018486	ENSG00000147099	HDAC8	CDA07|CDLS5|HD8|HDACL1|MRXS6|RPD3|WTS	histone deacetylase 8	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4390	chr4	183371555	183371604	+	28	NA	intron (NM_001080477, intron 3 of 27)	intron (NM_001080477, intron 3 of 27)	206995	NM_001080477	55714	Hs.130438	NM_001080477	ENSG00000218336	TENM3	MCOPCB9|ODZ3|TNM3|Ten-m3|ten-3	teneurin transmembrane protein 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4578	chr5	92929715	92929792	+	28	NA	3' UTR (NM_005654, exon 3 of 3)	3' UTR (NM_005654, exon 3 of 3)	6922	NR_049801	100847068		NR_049801	ENSG00000263372	MIR548AO	-	microRNA 548ao	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1684	chr13	98936440	98936489	+	28	NA	intron (NM_001286839, intron 2 of 27)	MER30|DNA|hAT-Charlie	75686	NR_036129	100422881		NR_036129	ENSG00000263399	MIR3170	mir-3170	microRNA 3170	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5130	chr6	157446618	157446667	+	28	NA	intron (NM_020732, intron 7 of 19)	intron (NM_020732, intron 7 of 19)	298649	NM_018452	729515	Hs.157212	NM_018452		TMEM242	BM033|C6orf35	transmembrane protein 242	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5818	chr9	110057234	110057283	+	28	NA	intron (NM_001244713, intron 1 of 9)	L2|LINE|L2	10208	NM_001244713	5887	Hs.521640	NM_002874	ENSG00000119318	RAD23B	HHR23B|HR23B|P58	RAD23 homolog B, nucleotide excision repair protein	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3526	chr21	40615822	40615871	+	28	NA	intron (NM_033656, intron 21 of 40)	L1MC4|LINE|L1	-60406	NM_003720	8624	Hs.473838	NM_003720	ENSG00000183527	PSMG1	C21LRP|DSCR2|LRPC21|PAC-1|PAC1	proteasome (prosome, macropain) assembly chaperone 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5334	chr8	82754746	82754804	+	28	NA	Intergenic	promoter-TSS (NM_152837)	-254	NM_022133	64089	Hs.492121	NM_022133	ENSG00000104497	SNX16	-	sorting nexin 16	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3268	chr2	197664067	197664116	+	28	NA	intron (NM_001206774, intron 1 of 8)	intron (NM_001206774, intron 1 of 8)	401	NM_012086	9330	Hs.470996	NM_012086	ENSG00000119041	GTF3C3	TFIIIC102|TFIIICgamma|TFiiiC2-102	general transcription factor IIIC subunit 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5909	chr9	135926260	135926309	+	28	NA	exon (NM_012087, exon 4 of 11)	exon (NM_012087, exon 4 of 11)	-1099	NR_106937	102465528		NR_106937	ENSG00000273932	MIR6877	hsa-mir-6877	microRNA 6877	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1677	chr13	97874587	97874636	+	28	NA	5' UTR (NM_001306070, exon 1 of 8)	promoter-TSS (NM_001306070)	61	NM_207304	10150	Hs.657347	NM_144778	ENSG00000139793	MBNL2	MBLL|MBLL39|PRO2032	muscleblind-like splicing regulator 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5191	chr7	156631458	156631507	+	28	NA	intron (NM_022458, intron 1 of 16)	L1MA8|LINE|L1	54420	NM_022458	64327	Hs.209989	NM_022458	ENSG00000105983	LMBR1	ACHP|C7orf2|DIF14|LSS|PPD2|THYP|TPT|ZRS	limb development membrane protein 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4314	chr4	88979192	88979274	+	28	NA	exon (NM_000297, exon 9 of 15)	exon (NM_000297, exon 9 of 15)	50434	NM_000297	5311	Hs.181272	NM_000297	ENSG00000118762	PKD2	APKD2|PC2|PKD4|Pc-2|TRPP2	polycystic kidney disease 2 (autosomal dominant)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_288	chr1	109818121	109818170	+	28	NA	3' UTR (NM_001408, exon 34 of 34)	3' UTR (NM_001408, exon 34 of 34)	7645	NM_001005290	84722	Hs.405925	NM_032636	ENSG00000134222	PSRC1	DDA3|FP3214	proline/serine-rich coiled-coil 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_462	chr1	179051205	179051290	+	28	NA	5' UTR (NM_022371, exon 1 of 6)	5' UTR (NM_022371, exon 1 of 6)	135	NM_022371	64222	Hs.584957	NM_022371		TOR3A	ADIR|ADIR2	torsin family 3, member A	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_594	chr1	231004220	231004269	+	28	NA	exon (NM_032800, exon 1 of 4)	promoter-TSS (NM_032800)	58	NM_032800	84886	Hs.520494	NM_032800	ENSG00000119280	C1orf198	-	chromosome 1 open reading frame 198	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4224	chr5	32243285	32243334	+	28	NA	intron (NM_001294344, intron 11 of 13)	intron (NM_001294344, intron 11 of 13)	-68884	NM_022130	64083	Hs.408909	NM_022130	ENSG00000113384	GOLPH3	GOPP1|GPP34|MIDAS|Vps74	golgi phosphoprotein 3 (coat-protein)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5631	chr8	100327630	100327679	+	28	NA	intron (NM_152564, intron 19 of 61)	L1M2|LINE|L1	221304	NR_030329	693184		NR_030329	ENSG00000207804	MIR599	MIRN599|hsa-mir-599	microRNA 599	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5376	chr7	116146799	116146898	+	28	NA	3' UTR (NM_001206747, exon 3 of 3)	3' UTR (NM_001206747, exon 3 of 3)	6750	NM_001206748	858	Hs.212332	NM_001233	ENSG00000105971	CAV2	CAV	caveolin 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4764	chr6	79656482	79656578	+	28	NA	exon (NM_017934, exon 37 of 40)	exon (NM_017934, exon 37 of 40)	79269	NM_001010844	134728	Hs.656212	NM_001010844		IRAK1BP1	AIP70|SIMPL	interleukin 1 receptor associated kinase 1 binding protein 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1832	chr14	100803438	100803487	+	28	NA	exon (NM_173701, exon 10 of 11)	exon (NM_173701, exon 10 of 11)	13783	NM_207117	283600	Hs.108268	NM_207117	ENSG00000140107	SLC25A47	C14orf68|HDMCP|HMFN1655	solute carrier family 25, member 47	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6110	chrX	107683031	107683080	+	28	NA	Intergenic	promoter-TSS (NM_001847)	-19	NM_000495	1287	Hs.369089	NM_000495	ENSG00000188153	COL4A5	ASLN|ATS|CA54	collagen, type IV, alpha 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_552	chr1	206785713	206785816	+	28	NA	5' UTR (NM_001201478, exon 1 of 13)	5' UTR (NM_001201478, exon 1 of 13)	140	NM_001201478	1939	Hs.497581	NM_006893	ENSG00000143486	EIF2D	HCA56|LGTN	eukaryotic translation initiation factor 2D	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3521	chr21	39768020	39768069	+	28	NA	intron (NM_001243429, intron 5 of 8)	intron (NM_001243429, intron 5 of 8)	-50046	NR_110545	102724678	Hs.635675	NR_110545		LINC01423	-	long intergenic non-protein coding RNA 1423	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5622	chr8	98731405	98731455	+	28	NA	intron (NM_178812, intron 10 of 11)	intron (NM_178812, intron 10 of 11)	-56379	NM_018407	55353	Hs.492314	NM_018407	ENSG00000104341	LAPTM4B	LAPTM4beta|LC27	lysosomal protein transmembrane 4 beta	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1916	chr15	49097782	49097831	+	28	NA	exon (NM_014985, exon 2 of 26)	exon (NM_014985, exon 2 of 26)	5537	NM_014985	22995	Hs.443005	NM_014985	ENSG00000103995	CEP152	MCPH4|MCPH9|SCKL5	centrosomal protein 152kDa	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4988	chr7	34970496	34970545	+	28	NA	3' UTR (NM_015283, exon 22 of 22)	3' UTR (NM_015283, exon 22 of 22)	-96577	NR_015356	404744	Hs.487951	NM_207283	ENSG00000197085	NPSR1-AS1	AAA1	NPSR1 antisense RNA 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2021	chr15	66838997	66839046	+	28	NA	3' UTR (NM_001287823, exon 17 of 18)	TTS (NM_207338)	18814	NM_207338	197021	Hs.680983	NM_207338	ENSG00000188501	LCTL	KLG|KLPH	lactase-like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1027	chr11	64799371	64799420	+	28	NA	intron (NM_013306, intron 1 of 7)	intron (NM_013306, intron 1 of 7)	4515	NM_013306	29907	Hs.80132	NM_013306	ENSG00000110025	SNX15	HSAF001435	sorting nexin 15	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_711	chr10	65068323	65068372	+	28	NA	intron (NM_032776, intron 2 of 25)	HAL1|LINE|L1	-39364	NM_001282948	221037	Hs.413416	NM_004241	ENSG00000171988	JMJD1C	TRIP8	jumonji domain containing 1C	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4744	chr6	64266516	64266565	+	28	NA	Intergenic--5858	Intergenic	-15377	NM_003463	7803	Hs.227777	NM_003463	ENSG00000112245	PTP4A1	HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1	protein tyrosine phosphatase type IVA, member 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4831	chr6	122773043	122773111	+	28	NA	exon (NM_020755, exon 6 of 10)	exon (NM_020755, exon 6 of 10)	19875	NM_020755	57515	Hs.146668	NM_020755	ENSG00000111897	SERINC1	TDE1L|TDE2|TMS-2|TMS2	serine incorporator 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4033	chr3	57868845	57868917	+	28	NA	intron (NM_001304420, intron 12 of 21)	L2c|LINE|L2	-6760	NM_001311178	7871	Hs.476432	NM_007159	ENSG00000163681	SLMAP	SLAP	sarcolemma associated protein	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4345	chr4	122736012	122736061	+	28	NA	intron (NM_005033, intron 10 of 11)	intron (NM_005033, intron 10 of 11)	9052	NM_001237	890	Hs.58974	NM_001237	ENSG00000145386	CCNA2	CCN1|CCNA	cyclin A2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_684	chr10	51572466	51572515	+	28	NA	5' UTR (NM_005437, exon 1 of 10)	5' UTR (NM_005437, exon 1 of 10)	126	NM_005437	8031	Hs.643658	NM_005437	ENSG00000266412	NCOA4	ARA70|ELE1|PTC3|RFG	nuclear receptor coactivator 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3552	chr20	3190153	3190215	+	28	NA	5' UTR (NM_001267623, exon 1 of 6)	promoter-TSS (NR_052001)	50	NR_052001	3704	Hs.415299	NM_033453	ENSG00000125877	ITPA	C20orf37|HLC14-06-P|My049|dJ794I6.3	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2738	chr19	10427682	10427791	+	28	NA	3' UTR (NM_133452, exon 13 of 13)	3' UTR (NM_133452, exon 13 of 13)	-1045	NM_001031734	112812	Hs.654865	NM_080665	ENSG00000267673	FDX1L	FDX2	ferredoxin 1-like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5657	chr8	126011188	126011250	+	28	NA	5' UTR (NM_003129, exon 1 of 11)	5' UTR (NM_003129, exon 1 of 11)	499	NM_003129	6713	Hs.71465	NM_003129	ENSG00000104549	SQLE	-	squalene epoxidase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2830	chr19	39327337	39327386	+	28	NA	3' UTR (NM_001005335, exon 13 of 13)	3' UTR (NM_001005335, exon 13 of 13)	-4864	NM_001398	1891	Hs.196176	NM_001398	ENSG00000104823	ECH1	HPXEL	enoyl-CoA hydratase 1, peroxisomal	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5046	chr7	77325478	77325527	+	28	NA	non-coding (NR_038361, exon 1 of 3)	promoter-TSS (NM_198467)	-241	NM_198467	222194	Hs.72451	NM_198467	ENSG00000187257	RSBN1L	-	round spermatid basic protein 1-like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2358	chr17	19881098	19881147	+	28	NA	5' UTR (NM_007202, exon 1 of 15)	promoter-TSS (NM_007202)	47	NM_007202	11216	Hs.642676	NM_007202	ENSG00000108599	AKAP10	AKAP-10|D-AKAP-2|D-AKAP2|PRKA10	A kinase (PRKA) anchor protein 10	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_482	chr1	165721304	165721353	+	28	NA	intron (NR_045818, intron 5 of 6)	intron (NR_045818, intron 5 of 6)	16831	NM_001256165	54499	Hs.31498	NM_019026	ENSG00000143183	TMCO1	HP10122|PCIA3|PNAS-136|TMCC4	transmembrane and coiled-coil domains 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2086	chr16	15113335	15113384	+	28	NA	intron (NM_001285449, intron 12 of 16)	MLT1A0|LTR|ERVL-MaLR	36577	NM_001270767	123803	Hs.592045	NM_173474	ENSG00000157045	NTAN1	PNAA|PNAD	N-terminal asparagine amidase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2537	chr17	74041142	74041191	+	28	NA	intron (NM_001260502, intron 11 of 14)	intron (NM_001260502, intron 11 of 14)	8571	NM_001260503	6730	Hs.514495	NM_014230	ENSG00000167881	SRP68	-	signal recognition particle 68kDa	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5816	chr9	110045911	110045960	+	28	NA	exon (NM_002874, exon 1 of 10)	promoter-TSS (NM_001244724)	-399	NM_001244724	5887	Hs.521640	NM_002874	ENSG00000119318	RAD23B	HHR23B|HR23B|P58	RAD23 homolog B, nucleotide excision repair protein	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2268	chr16	68298446	68298495	+	28	NA	5' UTR (NM_001076785, exon 1 of 12)	promoter-TSS (NM_001076785)	51	NM_003983	9057	Hs.679580	NM_003983	ENSG00000103064	SLC7A6	LAT-2|LAT3|y+LAT-2	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1571	chr13	50366648	50366697	+	28	NA	5' UTR (NM_002267, exon 1 of 17)	5' UTR (NM_002267, exon 1 of 17)	385	NM_002267	3839	Hs.527919	NM_002267	ENSG00000102753	KPNA3	IPOA4|SRP1|SRP1gamma|SRP4|hSRP1	karyopherin alpha 3 (importin alpha 4)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4876c	chr6	26204838	26205245	+	28	NA	exon (NM_003545, exon 1 of 1)	exon (NM_003545, exon 1 of 1)	168	NM_003545	8367	Hs.662174	NM_003545	ENSG00000276966	HIST1H4E	H4/j|H4FJ	histone cluster 1, H4e	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5709	chr9	17262880	17262929	+	28	NA	intron (NM_017738, intron 5 of 25)	L1PA16|LINE|L1	127915	NM_017738	54875	Hs.435381	NM_017738	ENSG00000044459	CNTLN	C9orf101|C9orf39|bA340N12.1	centlein, centrosomal protein	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4990	chr7	35029462	35029511	+	28	NA	intron (NM_015283, intron 7 of 21)	intron (NM_015283, intron 7 of 21)	48167	NM_015283	23333	Hs.408623	NM_015283	ENSG00000173852	DPY19L1	-	dpy-19-like 1 (C. elegans)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2285	chr17	4244580	4244629	+	28	NA	intron (NM_003342, intron 1 of 5)	MIR|SINE|MIR	25365	NM_003342	7326	Hs.741319	NM_003342	ENSG00000132388	UBE2G1	E217K|UBC7|UBE2G	ubiquitin conjugating enzyme E2G 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_99	chr1	27792185	27792234	+	28	NA	intron (NM_006990, intron 1 of 8)	MIR3|SINE|MIR	24489	NM_001201404	10163	Hs.469244	NM_006990	ENSG00000158195	WASF2	IMD2|SCAR2|WASF4|WAVE2|dJ393P12.2	WAS protein family, member 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5616	chr8	97297709	97297758	+	28	NA	intron (NM_014754, intron 3 of 12)	intron (NM_014754, intron 3 of 12)	23619	NM_014754	9791	Hs.292579	NM_014754		PTDSS1	LMHD|PSS1|PSSA	phosphatidylserine synthase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5509	chr8	26227998	26228047	+	28	NA	3' UTR (NM_002717, exon 10 of 10)	3' UTR (NM_002717, exon 10 of 10)	-12501	NM_004331	665	Hs.131226	NM_004331	ENSG00000104765	BNIP3L	BNIP3a|NIX	BCL2/adenovirus E1B 19kDa interacting protein 3-like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_649	chr10	15825267	15825316	+	28	NA	intron (NM_024948, intron 13 of 14)	intron (NM_024948, intron 13 of 14)	-62957	NM_003638	8516	Hs.171311	NM_003638	ENSG00000077943	ITGA8	-	integrin alpha 8	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_612	chr1	244816623	244816672	+	28	NA	non-coding (NR_123735, exon 1 of 5)	non-coding (NR_123735, exon 1 of 5)	297	NR_123736	51029	Hs.498317	NM_016076	ENSG00000121644	DESI2	C1orf121|CGI-146|DESI|DESI1|DeSI-2|FAM152A|PNAS-4|PPPDE1	desumoylating isopeptidase 2	protein-coding
