PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1756	chr7	30544385	30544444	+	52	NA	5' UTR (NM_001199817, exon 1 of 2)	promoter-TSS (NM_001199817)	43	NM_001199815	79017	Hs.530024	NM_024051	ENSG00000006625	GGCT	C7orf24|CRF21|GCTG|GGC	gamma-glutamylcyclotransferase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1319	chr21	45079443	45079492	+	52	NA	5' UTR (NM_015056, exon 1 of 16)	promoter-TSS (NM_007031)	35	NM_015056	23076	Hs.565725	NM_015056	ENSG00000160208	RRP1B	KIAA0179|NNP1L|Nnp1|PPP1R136|RRP1	ribosomal RNA processing 1B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1359	chr3	120118718	120118769	+	52	NA	exon (NM_007085, exon 10 of 11)	exon (NM_007085, exon 10 of 11)	-4167	NR_029584	406975		NR_029584		MIR198	MIRN198|miR-198	microRNA 198	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1547	chr5	112257870	112257933	+	52	NA	5' UTR (NM_005669, exon 1 of 5)	5' UTR (NM_005669, exon 1 of 5)	130	NM_005669	7905	Hs.429608	NM_005669	ENSG00000129625	REEP5	C5orf18|D5S346|DP1|TB2|YOP1	receptor accessory protein 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_111	chr1	110091212	110091316	+	52	NA	5' UTR (NM_006496, exon 1 of 9)	promoter-TSS (NM_006496)	78	NM_006496	2773	Hs.73799	NM_006496		GNAI3	87U6|ARCND1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_838	chr17	34147386	34147435	+	52	NA	exon (NM_139215, exon 5 of 16)	exon (NM_139215, exon 5 of 16)	10951	NM_139215	8148	Hs.402752	NM_003487	ENSG00000270647	TAF15	Npl3|RBP56|TAF2N|TAFII68	TATA box binding protein associated factor 15	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1970	chr9	21802664	21802745	+	52	NA	5' UTR (NM_002451, exon 1 of 8)	promoter-TSS (NM_002451)	69	NM_002451	4507	Hs.193268	NM_002451	ENSG00000099810	MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	methylthioadenosine phosphorylase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1130	chr2	65454918	65455075	+	52	NA	5' UTR (NM_001005386, exon 1 of 10)	5' UTR (NM_001005386, exon 1 of 10)	167	NM_001005386	10097	Hs.643727	NM_005722	ENSG00000138071	ACTR2	ARP2	ARP2 actin-related protein 2 homolog (yeast)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_469	chr12	45609883	45609932	+	52	NA	5' UTR (NM_001204803, exon 1 of 21)	promoter-TSS (NR_037144)	-118	NR_037144	51054	Hs.233495	NM_015899	ENSG00000134297	PLEKHA8P1	PLEKHA9	pleckstrin homology domain containing, family A member 8 pseudogene 1	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_803	chr16	84623691	84623740	+	52	NA	exon (NM_021149, exon 3 of 4)	exon (NM_021149, exon 3 of 4)	27987	NM_021149	23406	Hs.289092	NM_021149	ENSG00000103187	COTL1	CLP	coactosin-like F-actin binding protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_204	chr1	236767699	236767791	+	52	NA	5' UTR (NM_018072, exon 1 of 45)	promoter-TSS (NM_018072)	96	NM_018072	55127	Hs.708114	NM_018072	ENSG00000119285	HEATR1	BAP28|UTP10	HEAT repeat containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_333	chr11	48128079	48128128	+	52	NA	intron (NM_002843, intron 1 of 24)	intron (NM_002843, intron 1 of 24)	9769	NR_036119	100423000		NR_036119	ENSG00000263693	MIR3161	-	microRNA 3161	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_939	chr18	21121022	21121084	+	52	NA	exon (NM_000271, exon 16 of 25)	exon (NM_000271, exon 16 of 25)	37619	NR_075076	29919	Hs.464779	NM_013326	ENSG00000141452	C18orf8	HsT2591|MIC1|Mic-1	chromosome 18 open reading frame 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1738b	chr7	5567927	5568333	+	52	NA	exon (NM_001101, exon 4 of 6)	exon (NM_001101, exon 4 of 6)	2102	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_644	chr14	90179047	90179096	+	52	NA	Intergenic--11944	7SK|RNA|RNA	-93577	NM_001085471	1112	Hs.434286	NM_005197	ENSG00000053254	FOXN3	C14orf116|CHES1|PRO1635	forkhead box N3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_349	chr11	62554877	62554926	+	52	NA	5' UTR (NM_199337, exon 1 of 5)	promoter-TSS (NM_199337)	27	NM_199337	374395	Hs.381134	NM_199337	ENSG00000185475	TMEM179B	-	transmembrane protein 179B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1221	chr20	37056026	37056075	+	52	NA	non-coding (NR_002911, exon 1 of 1)	promoter-TSS (NR_002911)	36	NR_002911	26777	Hs.681779	NR_002911	ENSG00000225091	SNORA71A	RNU71A|U71a	small nucleolar RNA, H/ACA box 71A	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_643	chr14	90178854	90178932	+	52	NA	Intergenic--11944	7SK|RNA|RNA	-93399	NM_001085471	1112	Hs.434286	NM_005197	ENSG00000053254	FOXN3	C14orf116|CHES1|PRO1635	forkhead box N3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1248	chr21	33044018	33044067	+	52	NA	exon (NM_001145445, exon 20 of 20)	exon (NM_001145445, exon 20 of 20)	12107	NM_000454	6647	Hs.443914	NM_000454	ENSG00000142168	SOD1	ALS|ALS1|HEL-S-44|IPOA|SOD|hSod1|homodimer	superoxide dismutase 1, soluble	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1539	chr5	106973965	106974014	+	52	NA	intron (NM_001962, intron 1 of 4)	L1MA8|LINE|L1	32607	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin-A5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2075	chrX	47078148	47078197	+	52	NA	5' UTR (NM_006201, exon 1 of 16)	promoter-TSS (NM_006201)	96	NM_006201	5127	Hs.496068	NM_006201	ENSG00000102225	CDK16	PCTAIRE|PCTAIRE1|PCTGAIRE|PCTK1	cyclin-dependent kinase 16	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1652	chr6	33385836	33385907	+	52	NA	5' UTR (NM_015921, exon 1 of 5)	exon (NM_001014433, exon 1 of 6)	194	NM_001014433	51596	Hs.520070	NM_015921	ENSG00000112514	CUTA	ACHAP|C6orf82	cutA divalent cation tolerance homolog (E. coli)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_222	chr10	1034377	1034487	+	52	NA	5' UTR (NM_012341, exon 1 of 17)	promoter-TSS (NM_012341)	83	NM_012341	23560	Hs.215766	NM_012341		GTPBP4	CRFG|NGB|NOG1	GTP binding protein 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_449	chr12	21791280	21791390	+	52	NA	exon (NM_001174097, exon 6 of 8)	exon (NM_001174097, exon 6 of 8)	19393	NM_001174097	3945	Hs.446149	NM_002300	ENSG00000111716	LDHB	HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5	lactate dehydrogenase B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_824	chr17	19552093	19552142	+	51	NA	5' UTR (NM_001031806, exon 1 of 11)	promoter-TSS (NM_001031806)	53	NM_001031806	224	Hs.499886	NM_000382	ENSG00000072210	ALDH3A2	ALDH10|FALDH|SLS	aldehyde dehydrogenase 3 family, member A2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1249	chr20	30102273	30102323	+	51	NA	5' UTR (NM_030789, exon 1 of 12)	promoter-TSS (NM_030789)	85	NM_030789	81502	Hs.373741	NM_030789	ENSG00000101294	HM13	H13|IMP1|IMPAS|IMPAS-1|MSTP086|PSENL3|PSL3|SPP|SPPL1	histocompatibility (minor) 13	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_290	chr10	127512115	127512258	+	51	NA	exon (NM_016567, exon 1 of 8)	promoter-TSS (NM_016567)	82	NM_078469	56647	Hs.370292	NM_016567	ENSG00000107949	BCCIP	TOK-1|TOK1	BRCA2 and CDKN1A interacting protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_933	chr18	9102716	9102766	+	51	NA	5' UTR (NM_021074, exon 1 of 8)	5' UTR (NM_021074, exon 1 of 8)	113	NM_021074	4729	Hs.464572	NM_021074	ENSG00000178127	NDUFV2	CI-24k	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2078	chrX	48755230	48755279	+	51	NA	5' UTR (NM_001032383, exon 1 of 7)	promoter-TSS (NM_005710)	41	NM_001167990	10084	Hs.534384	NM_005710	ENSG00000102103	PQBP1	MRX2|MRX55|MRXS3|MRXS8|NPW38|RENS1|SHS	polyglutamine binding protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_538	chr12	104682709	104682758	+	51	NA	5' UTR (NM_001261446, exon 2 of 14)	exon (NM_001093771, exon 4 of 17)	2273	NM_182742	7296	Hs.654922	NM_003330	ENSG00000198431	TXNRD1	GRIM-12|TR|TR1|TRXR1|TXNR	thioredoxin reductase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1467	chr3	184037542	184037591	+	51	NA	5' UTR (NM_198242, exon 3 of 29)	promoter-TSS (NM_004953)	-535	NM_004953	1981	Hs.433750	NM_004953	ENSG00000114867	EIF4G1	EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18	eukaryotic translation initiation factor 4 gamma, 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1840	chr7	98479442	98479491	+	51	NA	non-coding (NR_132754, exon 1 of 1)	TTS (NR_037403)	146	NR_132754	106633801		NR_132754		SCARNA28	ZL1	small Cajal body-specific RNA 28	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1705	chr6	132269754	132269803	+	51	NA	3' UTR (NM_001901, exon 5 of 5)	3' UTR (NM_001901, exon 5 of 5)	2740	NM_001901	1490	Hs.410037	NM_001901	ENSG00000118523	CTGF	CCN2|HCS24|IGFBP8|NOV2	connective tissue growth factor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1282	chr20	47855799	47855848	+	51	NA	exon (NM_017895, exon 16 of 21)	exon (NM_017895, exon 16 of 21)	19991	NM_017895	55661	Hs.65234	NM_017895	ENSG00000124228	DDX27	DRS1|Drs1p|HSPC259|PP3241|RHLP|dJ686N3.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1000	chr19	13263875	13263969	+	51	NA	5' UTR (NM_004907, exon 2 of 2)	5' UTR (NM_004907, exon 2 of 2)	2640	NM_004907	9592	Hs.501629	NM_004907	ENSG00000160888	IER2	ETR101	immediate early response 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2129	chrY	10036118	10036167	+	51	NA	Intergenic--17538	SSU-rRNA_Hsa|rRNA|rRNA	287735	NR_001540	252955	Hs.522846	NR_001540	ENSG00000239225	TTTY23	NCRNA00148|TTTY23B	testis-specific transcript, Y-linked 23 (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_556	chr13	21714684	21714793	+	51	NA	5' UTR (NM_005870, exon 1 of 4)	promoter-TSS (NM_005870)	85	NM_005870	10284	Hs.524899	NM_005870	ENSG00000150459	SAP18	2HOR0202|SAP18P	Sin3A associated protein 18kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1058	chr19	48949253	48949303	+	51	NA	5' UTR (NM_031485, exon 1 of 7)	exon (NM_031485, exon 1 of 7)	248	NM_031485	83743	Hs.400625	NM_031485		GRWD1	CDW4|GRWD|RRB1|WDR28	glutamate-rich WD repeat containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_974	chr19	4422607	4422677	+	51	NA	exon (NM_005483, exon 5 of 15)	exon (NM_005483, exon 5 of 15)	19982	NM_005483	10036	Hs.79018	NM_005483	ENSG00000167670	CHAF1A	CAF-1|CAF1|CAF1B|CAF1P150|P150	chromatin assembly factor 1, subunit A (p150)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1490	chr4	38869428	38869477	+	50	NA	5' UTR (NM_138389, exon 1 of 15)	promoter-TSS (NR_033290)	98	NR_033290	92689	Hs.476517	NM_138389	ENSG00000197712	FAM114A1	Noxp20	family with sequence similarity 114, member A1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1751	chr7	26233204	26233253	+	50	NA	exon (NM_031243, exon 9 of 12)	exon (NM_031243, exon 9 of 12)	7185	NM_002137	3181	Hs.487774	NM_002137	ENSG00000122566	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_230	chr10	13628992	13629041	+	50	NA	5' UTR (NM_003675, exon 1 of 10)	promoter-TSS (NM_003675)	77	NM_003675	8559	Hs.729158	NM_003675	ENSG00000165630	PRPF18	PRP18|hPrp18	pre-mRNA processing factor 18	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_311	chr11	14891338	14891387	+	50	NA	3' UTR (NM_000922, exon 16 of 16)	3' UTR (NM_000922, exon 16 of 16)	22389	NM_024514	120227	Hs.371427	NM_024514	ENSG00000186104	CYP2R1	-	cytochrome P450, family 2, subfamily R, polypeptide 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1727b	chr6	160210429	160210675	+	50	NA	5' UTR (NM_001008897, exon 1 of 11)	promoter-TSS (NM_014161)	183	NM_030752	6950	Hs.363137	NM_030752	ENSG00000120438	TCP1	CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha	t-complex 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_87	chr1	70703195	70703244	+	50	NA	exon (NM_001190987, exon 7 of 13)	exon (NM_001190987, exon 7 of 13)	31854	NM_004768	9295	Hs.479693	NM_004768	ENSG00000116754	SRSF11	NET2|SFRS11|dJ677H15.2|p54	serine/arginine-rich splicing factor 11	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1832a	chr8	27462415	27462606	+	50	NA	exon (NM_001831, exon 5 of 9)	exon (NM_001831, exon 5 of 9)	5758	NR_106902	102465508		NR_106902	ENSG00000273705	MIR6843	hsa-mir-6843	microRNA 6843	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1144	chr2	133013124	133013173	+	50	NA	intron (NR_027020, intron 1 of 4)	SSU-rRNA_Hsa|rRNA|rRNA	1505	NR_031608	100313824		NR_031608	ENSG00000221288	MIR663B	MIRN663B|mir-663b	microRNA 663b	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1246	chr21	27542926	27543082	+	50	NA	5' UTR (NM_001136129, exon 1 of 15)	5' UTR (NM_001136129, exon 1 of 15)	134	NM_001204301	351	Hs.434980	NM_000484	ENSG00000142192	APP	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	amyloid beta (A4) precursor protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_125	chr1	145438507	145438556	+	50	NA	5' UTR (NM_006472, exon 1 of 8)	promoter-TSS (NM_006472)	93	NM_006472	10628	Hs.533977	NM_006472	ENSG00000265972	TXNIP	EST01027|HHCPA78|THIF|VDUP1	thioredoxin interacting protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1231	chr2	242089936	242089985	+	50	NA	5' UTR (NM_001282411, exon 1 of 8)	promoter-TSS (NM_001252120)	-566	NM_001252120	23178	Hs.397891	NM_015148	ENSG00000115687	PASK	PASKIN|STK37	PAS domain containing serine/threonine kinase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_40	chr1	29475347	29475415	+	50	NA	exon (NM_005626, exon 6 of 6)	exon (NM_005626, exon 6 of 6)	-24960	NM_001003682	399474	Hs.712722	NM_001003682	ENSG00000253304	TMEM200B	TTMB	transmembrane protein 200B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1757	chr6	111303271	111303320	+	50	NA	5' UTR (NM_032194, exon 1 of 10)	promoter-TSS (NM_032194)	75	NM_032194	84154	Hs.372265	NM_032194		RPF2	BXDC1|bA397G5.4	ribosome production factor 2 homolog	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_813	chr16	87873299	87873418	+	50	NA	exon (NM_003486, exon 5 of 10)	exon (NM_003486, exon 5 of 10)	-5092	NR_106833	102465464		NR_106833	ENSG00000278598	MIR6775	hsa-mir-6775	microRNA 6775	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_965	chr19	1014239	1014288	+	50	NA	exon (NM_001033026, exon 2 of 11)	exon (NM_001033026, exon 2 of 11)	6878	NM_001033026	91304	Hs.515003	NM_033420	ENSG00000182087	TMEM259	ASBABP1|C19orf6|MBRL|MEMBRALIN|R32184_3	transmembrane protein 259	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_477	chr12	50505979	50506028	+	50	NA	5' UTR (NM_032901, exon 1 of 2)	TTS (NM_005276)	239	NM_001257133	84987	Hs.388645	NM_032901	ENSG00000178449	COX14	C12orf62	COX14 cytochrome c oxidase assembly factor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1327	chr3	49395680	49395759	+	50	NA	5' UTR (NM_201397, exon 1 of 1)	promoter-TSS (NM_201397)	72	NM_000581	2876	Hs.76686	NM_000581	ENSG00000233276	GPX1	GPXD|GSHPX1	glutathione peroxidase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1776	chr7	80548318	80548367	+	50	NA	5' UTR (NM_006379, exon 1 of 18)	5' UTR (NM_006379, exon 1 of 18)	325	NM_006379	10512	Hs.269109	NM_006379	ENSG00000075223	SEMA3C	SEMAE|SemE	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_301	chr11	1785142	1785200	+	50	NA	5' UTR (NM_001909, exon 1 of 9)	promoter-TSS (NM_001909)	51	NM_001909	1509	Hs.654447	NM_001909	ENSG00000117984	CTSD	CLN10|CPSD|HEL-S-130P	cathepsin D	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_306	chr11	8705808	8705900	+	50	NA	non-coding (NR_002580, exon 1 of 1)	promoter-TSS (NR_002580)	80	NR_002580	619562	Hs.745527	NR_002580	ENSG00000200983	SNORA3A	ACA3|SNORA3|SNORA45A	small nucleolar RNA, H/ACA box 3A	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_652	chr14	77494999	77495048	+	50	NA	5' UTR (NM_024496, exon 1 of 1)	promoter-TSS (NM_024496)	19	NM_024496	64207	Hs.179260	NM_024496	ENSG00000119669	IRF2BPL	C14orf4|EAP1	interferon regulatory factor 2 binding protein-like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1002	chr19	14063287	14063336	+	50	NA	intron (NM_001146254, intron 1 of 7)	promoter-TSS (NM_138353)	-8	NM_138353	90379	Hs.443636	NM_138353	ENSG00000132017	DCAF15	C19orf72	DDB1 and CUL4 associated factor 15	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1326	chr22	19420084	19420133	+	50	NA	5' UTR (NM_003776, exon 1 of 4)	promoter-TSS (NM_003776)	72	NM_003776	64976	Hs.431307	NM_003776		MRPL40	MRP-L22|MRPL22|NLVCF|URIM	mitochondrial ribosomal protein L40	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1136	chr2	127828132	127828181	+	50	NA	exon (NM_139351, exon 4 of 13)	exon (NM_139351, exon 4 of 13)	36747	NM_139346	274	Hs.193163	NM_004305	ENSG00000136717	BIN1	AMPH2|AMPHL|SH3P9	bridging integrator 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_7	chr1	1696683	1696745	+	50	NA	exon (NM_001198994, exon 2 of 14)	exon (NM_001198994, exon 2 of 14)	-6633	NM_001198995	65220	Hs.654792	NM_023018	ENSG00000008130	NADK	dJ283E3.1	NAD kinase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1782	chr6	151640835	151640884	+	50	NA	intron (NM_005100, intron 3 of 4)	7SK|RNA|RNA	-5807	NM_144497	9590	Hs.371240	NM_005100	ENSG00000131016	AKAP12	AKAP250|SSeCKS	A kinase (PRKA) anchor protein 12	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_90	chr1	76190411	76190460	+	50	NA	5' UTR (NM_001127328, exon 1 of 12)	5' UTR (NM_001127328, exon 1 of 12)	403	NM_001127328	34	Hs.445040	NM_000016	ENSG00000117054	ACADM	ACAD1|MCAD|MCADH	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1290	chr22	42915705	42915801	+	50	NA	5' UTR (NM_015703, exon 1 of 7)	promoter-TSS (NM_015703)	76	NM_015703	27341	Hs.745006	NM_015703		RRP7A	BK126B4.3|CGI-96	ribosomal RNA processing 7 homolog A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_642	chr14	69445960	69446021	+	50	NA	5' UTR (NM_001102, exon 1 of 21)	promoter-TSS (NM_001102)	93	NM_001102	87	Hs.235750	NM_001102	ENSG00000072110	ACTN1	BDPLT15	actinin, alpha 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_717	chr15	69072748	69072797	+	50	NA	exon (NM_006305, exon 6 of 7)	exon (NM_006305, exon 6 of 7)	21492	NR_036197	100422971		NR_036197	ENSG00000265195	MIR4312	-	microRNA 4312	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1355	chr22	42018014	42018063	+	50	NA	5' UTR (NM_001469, exon 2 of 13)	promoter-TSS (NM_015704)	692	NM_001288976	2547	Hs.292493	NM_001469	ENSG00000196419	XRCC6	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	X-ray repair complementing defective repair in Chinese hamster cells 6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_496	chr12	57108371	57108423	+	50	NA	exon (NM_001113203, exon 6 of 11)	exon (NM_001113203, exon 6 of 11)	10669	NR_045277	4666	Hs.505735	NM_005594	ENSG00000196531	NACA	HSD48|NACA1|skNAC	nascent polypeptide-associated complex alpha subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1606	chr5	134143609	134143658	+	50	NA	intron (NM_001300860, intron 16 of 22)	intron (NM_001300860, intron 16 of 22)	-37737	NM_152409	134553	Hs.708536	NM_152409	ENSG00000181904	C5orf24	-	chromosome 5 open reading frame 24	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1921	chr9	2811372	2811421	+	49	NA	exon (NM_014878, exon 15 of 18)	exon (NM_014878, exon 15 of 18)	32734	NM_014878	9933	Hs.493309	NM_014878	ENSG00000080608	PUM3	HA-8|HLA-HA8|KIAA0020|PEN|PUF-A|PUF6|XTP5	pumilio RNA binding family member 3	protein-coding
