PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_344	chr11	59318448	59318500	+	64	NA	Intergenic--9723	tRNA-Val-GTA|tRNA|tRNA	36088	NM_001004711	390199	Hs.553757	NM_001004711	ENSG00000172742	OR4D9	OR11-253	olfactory receptor, family 4, subfamily D, member 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_634	chr14	70826266	70826399	+	64	NA	5' UTR (NM_001204090, exon 1 of 3)	5' UTR (NM_001204090, exon 1 of 3)	116	NM_001204090	51241	Hs.709581	NM_016468	ENSG00000133983	COX16	C14orf112|HSPC203	COX16 cytochrome c oxidase assembly homolog	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_968	chr19	3626721	3626770	+	64	NA	5' UTR (NM_001080543, exon 1 of 10)	promoter-TSS (NM_001080543)	68	NM_021231	58509	Hs.128425	NM_021231	ENSG00000105298	CACTIN	C19orf29|NY-REN-24|fSAPc	cactin, spliceosome C complex subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_535	chr12	124809179	124809230	+	64	NA	3' UTR (NM_001206654, exon 48 of 48)	3' UTR (NM_001206654, exon 48 of 48)	12584	NR_106940	102466204		NR_106940	ENSG00000275967	MIR6880	hsa-mir-6880	microRNA 6880	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_154	chr1	162531512	162531561	+	64	NA	5' UTR (NM_003115, exon 1 of 10)	5' UTR (NM_003115, exon 1 of 10)	240	NM_003115	6675	Hs.492859	NM_003115	ENSG00000117143	UAP1	AGX|AGX1|AGX2|SPAG2	UDP-N-acetylglucosamine pyrophosphorylase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2134	chrX	70516849	70516936	+	64	NA	exon (NM_007363, exon 7 of 12)	exon (NM_007363, exon 7 of 12)	-4706	NM_001303277	26548	Hs.109999	NM_012278	ENSG00000147166	ITGB1BP2	CHORDC3|ITGB1BP|MELUSIN|MSTP015	integrin beta 1 binding protein (melusin) 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1903	chr7	116139789	116139860	+	64	NA	5' UTR (NM_001206747, exon 1 of 3)	promoter-TSS (NM_001206748)	169	NM_198212	858	Hs.212332	NM_001233	ENSG00000105971	CAV2	CAV	caveolin 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_523	chr12	69753529	69753578	+	64	NA	5' UTR (NM_006530, exon 1 of 7)	promoter-TSS (NM_006530)	63	NM_001300950	8089	Hs.4029	NM_006530	ENSG00000127337	YEATS4	4930573H17Rik|B230215M10Rik|GAS41|NUBI-1|YAF9	YEATS domain containing 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_301	chr10	127512117	127512204	+	64	NA	5' UTR (NM_016567, exon 1 of 8)	promoter-TSS (NM_016567)	56	NM_016567	56647	Hs.370292	NM_016567	ENSG00000107949	BCCIP	TOK-1|TOK1	BRCA2 and CDKN1A interacting protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1795	chr7	75959165	75959214	+	64	NA	exon (NM_012479, exon 2 of 2)	exon (NM_012479, exon 2 of 2)	27314	NM_001540	3315	Hs.520973	NM_001540	ENSG00000106211	HSPB1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	heat shock 27kDa protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_346	chr11	47587178	47587227	+	64	NA	5' UTR (NM_001143984, exon 1 of 2)	exon (NM_001143984, exon 1 of 2)	220	NM_001143984	114971	Hs.656205	NM_175732		PTPMT1	DUSP23|MOSP|PLIP|PNAS-129	protein tyrosine phosphatase, mitochondrial 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_264	chr10	75936522	75936571	+	64	NA	5' UTR (NM_001202449, exon 1 of 10)	5' UTR (NM_001202449, exon 1 of 10)	299	NM_001123	132	Hs.656586	NM_001123	ENSG00000156110	ADK	AK	adenosine kinase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_452	chr12	6961321	6961374	+	64	NA	5' UTR (NM_003481, exon 1 of 20)	promoter-TSS (NM_003481)	56	NM_003481	8078	Hs.631661	NM_003481	ENSG00000111667	USP5	ISOT	ubiquitin specific peptidase 5 (isopeptidase T)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2029	chr9	80912044	80912112	+	64	NA	5' UTR (NM_058179, exon 1 of 9)	promoter-TSS (NM_058179)	87	NM_021154	29968	Hs.494261	NM_021154	ENSG00000135069	PSAT1	EPIP|NLS2|PSA|PSAT|PSATD	phosphoserine aminotransferase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1258	chr22	30975719	30975770	+	64	NA	exon (NM_014303, exon 12 of 15)	exon (NM_014303, exon 12 of 15)	12183	NM_001243225	23481	Hs.517543	NM_014303	ENSG00000100029	PES1	PES	pescadillo ribosomal biogenesis factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_811	chr16	88636821	88636902	+	64	NA	5' UTR (NM_001294340, exon 1 of 19)	promoter-TSS (NM_001294340)	72	NM_144604	124245	Hs.93670	NM_144604	ENSG00000158545	ZC3H18	NHN1	zinc finger CCCH-type containing 18	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_793	chr16	87873345	87873407	+	64	NA	exon (NM_003486, exon 5 of 10)	exon (NM_003486, exon 5 of 10)	-5110	NR_106833	102465464		NR_106833	ENSG00000278598	MIR6775	hsa-mir-6775	microRNA 6775	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1948	chr9	21968041	21968167	+	64	NA	3' UTR (NM_001195132, exon 4 of 4)	TTS (NR_024274)	966	NR_024274	51198	Hs.721053	NM_016349		CDKN2A-AS1	C9orf53|bA149I2.3	CDKN2A antisense RNA 1 (head to head)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1165	chr2	85133527	85133576	+	64	NA	3' UTR (NM_021103, exon 3 of 3)	3' UTR (NM_021103, exon 3 of 3)	788	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_372	chr11	65623414	65623507	+	64	NA	exon (NM_005507, exon 2 of 4)	exon (NM_005507, exon 2 of 4)	2344	NM_005507	1072	Hs.170622	NM_005507	ENSG00000172757	CFL1	CFL|HEL-S-15|cofilin	cofilin 1 (non-muscle)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_753	chr16	4421849	4421946	+	64	NA	5' UTR (NM_138440, exon 1 of 2)	promoter-TSS (NM_138440)	48	NM_138440	114990	Hs.372579	NM_138440	ENSG00000168140	VASN	SLITL2	vasorin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1648	chr6	32095949	32096002	+	64	NA	5' UTR (NM_004381, exon 1 of 18)	promoter-TSS (NM_004381)	42	NM_001136153	1388	Hs.42853	NM_004381	ENSG00000213676	ATF6B	CREB-RP|CREBL1|G13	activating transcription factor 6 beta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_704	chr15	49170354	49170403	+	64	NA	5' UTR (NM_014335, exon 1 of 1)	promoter-TSS (NM_014335)	88	NM_014335	23741	Hs.255973	NM_014335	ENSG00000255302	EID1	C15orf3|CRI1|EID-1|IRO45620|PNAS-22|PTD014|RBP21	EP300 interacting inhibitor of differentiation 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1464	chr4	159644471	159644541	+	64	NA	5' UTR (NM_005038, exon 1 of 10)	promoter-TSS (NM_005038)	46	NM_005038	5481	Hs.183958	NM_005038	ENSG00000171497	PPID	CYP-40|CYPD	peptidylprolyl isomerase D	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1433	chr4	83280644	83280759	+	64	NA	exon (NM_031370, exon 3 of 9)	exon (NM_031370, exon 3 of 9)	14448	NM_001003810	3184	Hs.480073	NM_002138		HNRNPD	AUF1|AUF1A|HNRPD|P37|hnRNPD0	heterogeneous nuclear ribonucleoprotein D	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_296	chr10	112631690	112631739	+	64	NA	5' UTR (NM_014456, exon 1 of 12)	5' UTR (NM_014456, exon 1 of 12)	161	NM_145341	27250	Hs.711490	NM_014456	ENSG00000150593	PDCD4	H731	programmed cell death 4 (neoplastic transformation inhibitor)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_966	chr19	2427455	2427577	+	64	NA	5' UTR (NM_012458, exon 1 of 3)	TTS (NM_032737)	398	NM_012458	26517	Hs.75056	NM_012458	ENSG00000099800	TIMM13	TIM13|TIM13B|TIMM13A|TIMM13B|ppv1	translocase of inner mitochondrial membrane 13 homolog (yeast)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2089	chrX	153775010	153775060	+	64	NA	exon (NM_000402, exon 1 of 13)	promoter-TSS (NM_001099857)	198	NM_000402	2539	Hs.461047	NM_000402	ENSG00000160211	G6PD	G6PD1	glucose-6-phosphate dehydrogenase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1402	chr4	2936493	2936542	+	64	NA	5' UTR (NM_001146069, exon 1 of 13)	promoter-TSS (NM_001146069)	69	NM_001146069	10227	Hs.632581	NM_001120	ENSG00000109736	MFSD10	TETRAN|TETTRAN	major facilitator superfamily domain containing 10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_406	chr11	95568095	95568144	+	64	NA	3' UTR (NM_201281, exon 16 of 16)	3' UTR (NM_201281, exon 16 of 16)	44494	NM_014679	9702	Hs.101014	NM_014679	ENSG00000166037	CEP57	MVA2|PIG8|TSP57	centrosomal protein 57kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_71	chr1	53163970	53164019	+	64	NA	5' UTR (NM_023077, exon 1 of 3)	promoter-TSS (NM_023077)	44	NM_023077	65260	Hs.349905	NM_023077		COA7	C1orf163|RESA1|SELRC1	cytochrome c oxidase assembly factor 7 (putative)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2102	chrM	11537	11596	+	64	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_438	chr12	2904158	2904241	+	64	NA	5' UTR (NM_002014, exon 1 of 10)	promoter-TSS (NM_002014)	91	NM_002014	2288	Hs.524183	NM_002014	ENSG00000004478	FKBP4	FKBP51|FKBP52|FKBP59|HBI|Hsp56|PPIase|p52	FK506 binding protein 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_900	chr17	61843320	61843369	+	64	NA	exon (NM_020198, exon 2 of 13)	exon (NM_020198, exon 2 of 13)	7744	NM_020198	57003	Hs.202011	NM_020198	ENSG00000108588	CCDC47	GK001|MSTP041	coiled-coil domain containing 47	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1650	chr5	140027433	140027482	+	64	NA	5' UTR (NM_006083, exon 1 of 20)	promoter-TSS (NM_006083)	28	NR_037428	100500820		NR_037428	ENSG00000264052	MIR3655	-	microRNA 3655	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_251	chr10	70091823	70091942	+	64	NA	5' UTR (NM_012207, exon 1 of 10)	5' UTR (NM_012207, exon 1 of 10)	114	NM_021644	3189	Hs.643472	NM_012207	ENSG00000096746	HNRNPH3	2H9|HNRPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_398	chr11	70244665	70244752	+	64	NA	5' UTR (NM_138565, exon 1 of 17)	promoter-TSS (NM_138565)	96	NM_001184740	2017	Hs.596164	NM_005231	ENSG00000085733	CTTN	EMS1	cortactin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2016	chr9	32384696	32384745	+	64	NA	5' UTR (NM_002197, exon 1 of 21)	5' UTR (NM_002197, exon 1 of 21)	119	NM_002197	48	Hs.567229	NM_002197	ENSG00000122729	ACO1	ACONS|HEL60|IREB1|IREBP|IREBP1|IRP1	aconitase 1, soluble	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2128	chrX	56755707	56755771	+	64	NA	non-coding (NR_015367, exon 1 of 3)	promoter-TSS (NR_015367)	21	NR_015367	550643	Hs.355559	NR_015367		LINC01420	-	long intergenic non-protein coding RNA 1420	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_292	chr10	120810074	120810166	+	64	NA	exon (NM_003750, exon 16 of 22)	exon (NM_003750, exon 16 of 22)	9530	NR_002917	641451	Hs.688653	NR_002917	ENSG00000207468	SNORA19	ACA19	small nucleolar RNA, H/ACA box 19	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1643	chr5	134094476	134094525	+	64	NA	5' UTR (NM_014829, exon 1 of 23)	promoter-TSS (NM_014829)	76	NM_014829	9879	Hs.406549	NM_014829	ENSG00000145833	DDX46	PRPF5|Prp5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1016	chr19	13263869	13263918	+	64	NA	5' UTR (NM_004907, exon 2 of 2)	5' UTR (NM_004907, exon 2 of 2)	2611	NM_004907	9592	Hs.501629	NM_004907	ENSG00000160888	IER2	ETR101	immediate early response 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1981	chr8	74888434	74888508	+	64	NA	5' UTR (NM_017866, exon 1 of 3)	promoter-TSS (NM_017866)	94	NM_017866	54968	Hs.106650	NM_017866	ENSG00000175606	TMEM70	MC5DN2	transmembrane protein 70	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2081	chr9	137735285	137735357	+	64	NA	3' UTR (NM_001278074, exon 66 of 66)	3' UTR (NM_001278074, exon 66 of 66)	5894	NR_039691	100616333		NR_039691	ENSG00000264744	MIR3689C	-	microRNA 3689c	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_52	chr1	36690055	36690121	+	64	NA	5' UTR (NM_005119, exon 1 of 12)	promoter-TSS (NM_005119)	71	NM_005119	9967	Hs.744057	NM_005119	ENSG00000054118	THRAP3	TRAP150	thyroid hormone receptor associated protein 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1271	chr22	36700101	36700150	+	64	NA	exon (NM_002473, exon 19 of 41)	exon (NM_002473, exon 19 of 41)	-17172	NR_106877	102465491		NR_106877	ENSG00000278420	MIR6819	hsa-mir-6819	microRNA 6819	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2091	chr9	140137979	140138033	+	63	NA	exon (NM_006088, exon 4 of 4)	TTS (NM_001001710)	2295	NM_006088	10383	Hs.433615	NM_006088	ENSG00000188229	TUBB4B	Beta2|TUBB2|TUBB2C	tubulin, beta 4B class IVb	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_243	chr10	43903178	43903229	+	63	NA	5' UTR (NM_001098206, exon 1 of 4)	promoter-TSS (NM_001098206)	96	NM_001098206	3185	Hs.808	NM_004966	ENSG00000169813	HNRNPF	HNRPF|OK/SW-cl.23|mcs94-1	heterogeneous nuclear ribonucleoprotein F	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_702	chr15	72499523	72499593	+	63	NA	exon (NM_001206799, exon 7 of 11)	exon (NM_001206799, exon 7 of 11)	-9422	NM_001012642	196996	Hs.596332	NM_001012642	ENSG00000175318	GRAMD2	-	GRAM domain containing 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_853	chr17	18965406	18965455	+	63	NA	Intergenic--13555	U3|snRNA|snRNA	-15094	NM_006613	10750	Hs.567416	NM_006613		GRAP	-	GRB2-related adaptor protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1612	chr6	26199461	26199510	+	63	NA	5' UTR (NM_003530, exon 1 of 2)	promoter-TSS (NM_003530)	36	NM_003530	8351	Hs.532144	NM_003530		HIST1H3D	H3/b|H3FB	histone cluster 1, H3d	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_444	chr12	6603277	6603328	+	62	NA	5' UTR (NM_014865, exon 1 of 32)	promoter-TSS (NM_016497)	4	NM_014865	9918	Hs.5719	NM_014865	ENSG00000010292	NCAPD2	CAP-D2|CNAP1|hCAP-D2	non-SMC condensin I complex subunit D2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1546	chr5	133340336	133340440	+	62	NA	non-coding (NR_036625, exon 1 of 9)	non-coding (NR_036625, exon 1 of 9)	269	NR_036624	7416	Hs.519320	NM_003374	ENSG00000213585	VDAC1	PORIN|VDAC-1	voltage-dependent anion channel 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_303	chr11	840391	840440	+	62	NA	exon (NM_021128, exon 2 of 2)	exon (NM_021128, exon 2 of 2)	2114	NM_021128	5441	Hs.441072	NM_021128	ENSG00000177700	POLR2L	RBP10|RPABC5|RPB10|RPB10beta|RPB7.6|hRPB7.6	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_331	chr11	33743911	33743977	+	62	NA	5' UTR (NM_001127227, exon 2 of 4)	exon (NM_001127227, exon 2 of 4)	329	NM_001127225	966	Hs.278573	NM_000611		CD59	16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	CD59 molecule, complement regulatory protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_744	chr16	2255474	2255524	+	62	NA	5' UTR (NM_001199173, exon 1 of 9)	promoter-TSS (NM_001199174)	-233	NM_001199174	64223	Hs.29203	NM_022372	ENSG00000167965	MLST8	GBL|GbetaL|LST8|POP3|WAT1	MTOR associated protein, LST8 homolog	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1642	chr6	30712265	30712314	+	62	NA	5' UTR (NM_003897, exon 1 of 2)	promoter-TSS (NM_003897)	38	NM_003897	8870	Hs.76095	NM_003897	ENSG00000137331	IER3	DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1	immediate early response 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1138	chr2	153573898	153573951	+	62	NA	5' UTR (NM_017892, exon 1 of 26)	promoter-TSS (NM_152522)	51	NM_017892	55660	Hs.643580	NM_017892	ENSG00000196504	PRPF40A	FBP-11|FBP11|FLAF1|FNBP3|HIP-10|HIP10|HYPA|NY-REN-6|Prp40	PRP40 pre-mRNA processing factor 40 homolog A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1741	chr6	28697094	28697177	+	62	NA	Intergenic--5560	tRNA-Ala-GCY_|tRNA|tRNA	134319	NR_033379	401242	Hs.448285	NR_033379	ENSG00000225595	LINC01623	-	long intergenic non-protein coding RNA 1623	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1051	chr2	1687844	1687910	+	62	NA	exon (NM_012293, exon 5 of 23)	exon (NM_012293, exon 5 of 23)	60442	NM_012293	7837	Hs.332197	NM_012293	ENSG00000130508	PXDN	COPOA|D2S448|D2S448E|MG50|PRG2|PXN|VPO	peroxidasin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2170	chrX	150156282	150156414	+	62	NA	exon (NM_001301229, exon 5 of 5)	exon (NM_001301229, exon 5 of 5)	4490	NM_001301228	3149	Hs.19114	NM_005342	ENSG00000029993	HMGB3	HMG-2a|HMG-4|HMG2A|HMG4	high mobility group box 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1091	chr19	56166438	56166492	+	62	NA	5' UTR (NM_001012478, exon 1 of 12)	5' UTR (NM_001012478, exon 1 of 12)	1049	NM_007279	11338	Hs.528007	NM_007279	ENSG00000063244	U2AF2	U2AF65	U2 small nuclear RNA auxiliary factor 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2100a	chrM	10503	10645	+	62	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2183	chrY	10036458	10036508	+	62	NA	Intergenic--17538	SSU-rRNA_Hsa|rRNA|rRNA	288076	NR_003593	100101121	Hs.522846	NR_003593	ENSG00000237069	TTTY23B	TTTY23	testis-specific transcript, Y-linked 23B (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1715	chr6	26124759	26124905	+	62	NA	exon (NM_003512, exon 1 of 1)	promoter-TSS (NM_003526)	459	NM_003512	8334	Hs.484950	NM_003512		HIST1H2AC	H2A/l|H2AFL|dJ221C16.4	histone cluster 1, H2ac	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1235	chr21	30445898	30445970	+	62	NA	5' UTR (NM_001282909, exon 1 of 14)	5' UTR (NM_001282909, exon 1 of 14)	184	NM_001282908	10694	Hs.125113	NM_006585	ENSG00000156261	CCT8	C21orf112|Cctq|D21S246|PRED71	chaperonin containing TCP1, subunit 8 (theta)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_391	chr11	66406173	66406228	+	62	NA	5' UTR (NM_002896, exon 1 of 4)	5' UTR (NM_002896, exon 1 of 4)	112	NM_002896	5936	Hs.523822	NM_002896	ENSG00000173933	RBM4	LARK|RBM4A|ZCCHC21|ZCRB3A	RNA binding motif protein 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1333	chr20	61273841	61273903	+	62	NA	5' UTR (NM_016354, exon 1 of 12)	promoter-TSS (NM_016354)	75	NM_016354	28231	Hs.235782	NM_016354	ENSG00000101187	SLCO4A1	OATP-E|OATP1|OATP4A1|OATPE|OATPRP1|POAT|SLC21A12	solute carrier organic anion transporter family, member 4A1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1294	chr20	34129831	34129898	+	62	NA	5' UTR (NM_015966, exon 1 of 13)	promoter-TSS (NM_015966)	86	NM_015966	51614	Hs.472558	NM_015966	ENSG00000125991	ERGIC3	C20orf47|CGI-54|Erv46|NY-BR-84|PRO0989|SDBCAG84|dJ477O4.2	ERGIC and golgi 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_913	chr17	49248977	49249026	+	61	NA	non-coding (NR_037149, exon 9 of 9)	non-coding (NR_037149, exon 9 of 9)	4918	NM_001018138	4831	Hs.463456	NM_002512	ENSG00000011052	NME2	NDKB|NDPK-B|NDPKB|NM23-H2|NM23B|PUF	NME/NM23 nucleoside diphosphate kinase 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1352	chr21	44313396	44313471	+	61	NA	5' UTR (NM_021075, exon 1 of 4)	promoter-TSS (NM_021075)	55	NM_021075	4731	Hs.473937	NM_021075		NDUFV3	CI-10k|CI-9KD	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1374	chr22	39077976	39078025	+	61	NA	5' UTR (NM_020243, exon 1 of 4)	promoter-TSS (NM_020243)	46	NM_020243	56993	Hs.595072	NM_020243		TOMM22	1C9-2|MST065|MSTP065|TOM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_719	chr15	101825142	101825191	+	61	NA	intron (NM_003090, intron 8 of 8)	intron (NM_003090, intron 8 of 8)	-7441	NM_203472	55829	Hs.32148	NM_018445	ENSG00000131871	VIMP	AD-015|ADO15|SBBI8|SELS|SEPS1	VCP-interacting membrane selenoprotein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1592	chr5	44809061	44809171	+	61	NA	exon (NM_016640, exon 1 of 5)	promoter-TSS (NR_109865)	89	NM_016640	10884	Hs.124165	NM_016640	ENSG00000112996	MRPS30	MRP-S30|PAP|PDCD9|S30mt	mitochondrial ribosomal protein S30	protein-coding
