PeakID (cmd=annotatePeaks.pl 4E1-PMA-01_S10b_sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-PMA-01_S10b_sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-PMA-01_S10b_sorted_fstrand_peak_2309	chr19	39123281	39123330	+	37	NA	exon (NM_013234, exon 6 of 8)	exon (NM_013234, exon 6 of 8)	13591	NM_013234	27335	Hs.314359	NM_013234	ENSG00000178982	EIF3K	ARG134|EIF3-p28|EIF3S12|HSPC029|M9|MSTP001|PLAC-24|PLAC24|PRO1474|PTD001	eukaryotic translation initiation factor 3, subunit K	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3913	chr7	135156449	135156498	+	37	NA	intron (NM_001008225, intron 1 of 10)	intron (NM_001008225, intron 1 of 10)	38402	NM_001190847	4850	Hs.490224	NM_013316	ENSG00000080802	CNOT4	CLONE243|NOT4|NOT4H	CCR4-NOT transcription complex subunit 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2400	chr2	128262479	128262528	+	37	NA	exon (NM_017969, exon 3 of 14)	exon (NM_017969, exon 3 of 14)	21584	NM_017969	55677	Hs.469879	NM_017969	ENSG00000163166	IWS1	-	IWS1 homolog (S. cerevisiae)	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2246	chr2	9727548	9727597	+	37	NA	exon (NM_006826, exon 5 of 6)	exon (NM_006826, exon 5 of 6)	-31655	NM_003183	6868	Hs.404914	NM_003183	ENSG00000151694	ADAM17	ADAM18|CD156B|CSVP|NISBD|NISBD1|TACE	ADAM metallopeptidase domain 17	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4031	chr7	56147751	56147801	+	37	NA	3' UTR (NM_001042470, exon 6 of 6)	TTS (NM_001258460)	12913	NM_006213	5260	Hs.730821	NM_006213	ENSG00000164776	PHKG1	PHKG	phosphorylase kinase, gamma 1 (muscle)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2438	chr2	20647258	20647356	+	37	NA	exon (NM_004040, exon 1 of 1)	exon (NM_004040, exon 1 of 1)	475	NM_004040	388	Hs.502876	NM_004040	ENSG00000143878	RHOB	ARH6|ARHB|MST081|MSTP081|RHOH6	ras homolog family member B	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2642	chr21	27264091	27264140	+	37	NA	exon (NM_001136129, exon 14 of 15)	exon (NM_001136129, exon 14 of 15)	-156150	NM_001003703	522	Hs.246310	NM_001685	ENSG00000154723	ATP5J	ATP5|ATP5A|ATPM|CF6|F6	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_914	chr11	111528526	111528575	+	37	NA	intron (NM_015191, intron 3 of 14)	intron (NM_015191, intron 3 of 14)	55435	NM_015191	23235	Hs.269128	NM_015191		SIK2	LOH11CR1I|QIK|SIK-2|SNF1LK2	salt-inducible kinase 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_657	chr11	2418158	2418215	+	37	NA	3' UTR (NM_004356, exon 8 of 8)	3' UTR (NM_004356, exon 8 of 8)	-3532	NM_001297661	10078	Hs.523424	NM_005706	ENSG00000184281	TSSC4	-	tumor suppressing subtransferable candidate 4	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4	chr1	991071	991131	+	37	NA	3' UTR (NM_001305275, exon 38 of 38)	3' UTR (NM_001305275, exon 38 of 38)	18586	NM_001205252	401934	Hs.568137	NM_001205252		RNF223	-	ring finger protein 223	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2065	chr19	4670295	4670353	+	37	NA	exon (NM_019107, exon 1 of 6)	promoter-TSS (NM_019107)	91	NM_019107	56005	Hs.465645	NM_019107	ENSG00000074842	MYDGF	C19orf10|EUROIMAGE1875335|IL25|IL27|IL27w|R33729_1|SF20	myeloid-derived growth factor	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2259	chr19	17666458	17666507	+	37	NA	Intergenic	promoter-TSS (NM_024656)	-29	NM_024656	79709	Hs.418795	NM_024656	ENSG00000130309	COLGALT1	GLT25D1	collagen beta(1-O)galactosyltransferase 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1927	chr17	73150504	73150606	+	37	NA	5' UTR (NM_001002033, exon 1 of 6)	promoter-TSS (NM_001288609)	-217	NM_001288609	51155	Hs.532803	NM_016185	ENSG00000189159	HN1	ARM2|HN1A	hematological and neurological expressed 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1393	chr14	103986298	103986347	+	37	NA	exon (NM_001823, exon 8 of 8)	exon (NM_001823, exon 8 of 8)	2874	NM_001823	1152	Hs.173724	NM_001823	ENSG00000166165	CKB	B-CK|BCK|CKBB|HEL-211|HEL-S-29	creatine kinase, brain	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1880	chr17	48465422	48465489	+	37	NA	exon (NM_018509, exon 5 of 7)	exon (NM_018509, exon 5 of 7)	9459	NM_018509	55379	Hs.370927	NM_018509	ENSG00000108829	LRRC59	PRO1855|p34	leucine rich repeat containing 59	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1681	chr16	88727992	88728101	+	37	NA	intron (NM_002461, intron 1 of 9)	L1MD1|LINE|L1	1511	NM_002461	4597	Hs.252457	NM_002461	ENSG00000167508	MVD	FP17780|MDDase|MPD	mevalonate (diphospho) decarboxylase	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2761	chr22	45607933	45607982	+	37	NA	exon (NM_001009880, exon 2 of 10)	exon (NM_001009880, exon 2 of 10)	390	NM_015264	23313	Hs.592207	NM_015264		KIAA0930	C22orf9|LSC3	KIAA0930	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1335	chr13	111164854	111164908	+	37	NA	3' UTR (NM_001846, exon 48 of 48)	3' UTR (NM_001846, exon 48 of 48)	-4355	NR_046583	100874203	Hs.508716	NR_046583	ENSG00000232814	COL4A2-AS1	-	COL4A2 antisense RNA 1	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_118	chr1	36219416	36219471	+	37	NA	exon (NM_022111, exon 9 of 25)	exon (NM_022111, exon 9 of 25)	16108	NM_022111	63967	Hs.175613	NM_022111	ENSG00000092853	CLSPN	-	claspin	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2986	chr3	194125948	194125997	+	37	NA	3' UTR (NM_024524, exon 32 of 32)	3' UTR (NM_024524, exon 32 of 32)	-5977	NM_004488	2814	Hs.73734	NM_004488		GP5	CD42d|GPV	glycoprotein V (platelet)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3404	chr5	474208	474257	+	37	NA	intron (NR_125375, intron 1 of 6)	CpG	881	NR_125375	100288152	Hs.535801	NR_125375		LOC100288152	-	uncharacterized LOC100288152	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_1678	chr16	28986103	28986247	+	37	NA	5' UTR (NM_001142451, exon 1 of 11)	promoter-TSS (NM_001142451)	79	NM_001142451	83985	Hs.617449	NM_032038	ENSG00000169682	SPNS1	HSpin1|LAT|PP2030|SPIN1|SPINL|nrs	spinster homolog 1 (Drosophila)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3	chr1	879084	879133	+	37	NA	exon (NM_152486, exon 13 of 14)	TTS (NM_015658)	15571	NM_015658	26155	Hs.405987	NM_015658	ENSG00000188976	NOC2L	NET15|NET7|NIR|PPP1R112	NOC2-like nucleolar associated transcriptional repressor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1634	chr16	67863836	67863892	+	37	NA	exon (NM_025082, exon 12 of 16)	exon (NM_025082, exon 12 of 16)	-12349	NM_020457	57215	Hs.632200	NM_020457	ENSG00000168286	THAP11	CTG-B43a|CTG-B45d|HRIHFB2206|RONIN	THAP domain containing 11	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_598b	chr10	102121662	102121970	+	37	NA	3' UTR (NM_005063, exon 6 of 6)	3' UTR (NM_005063, exon 6 of 6)	-11517	NR_026762	90271	Hs.628088	NR_026762		OLMALINC	C10orf75|HI-LNC80|LINC00263|NCRNA00263|OLMALINCAS	oligodendrocyte maturation-associated long intergenic non-coding RNA	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3936	chr7	158592366	158592415	+	37	NA	intron (NM_020728, intron 1 of 21)	intron (NM_020728, intron 1 of 21)	29929	NM_020728	57488	Hs.490795	NM_020728	ENSG00000117868	ESYT2	CHR2SYT|E-Syt2|FAM62B	extended synaptotagmin-like protein 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_94	chr1	28536468	28536541	+	37	NA	exon (NM_014280, exon 5 of 9)	exon (NM_014280, exon 5 of 9)	-16057	NM_001164721	5724	Hs.77542	NM_000952	ENSG00000169403	PTAFR	PAFR	platelet-activating factor receptor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2461	chr2	180871962	180872015	+	37	NA	Intergenic	promoter-TSS (NM_020943)	-208	NM_020943	57703	Hs.311363	NM_020943	ENSG00000163510	CWC22	EIF4GL|NCM|fSAPb	CWC22 homolog, spliceosome-associated protein	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2472	chr2	36597831	36597880	+	37	NA	intron (NM_016441, intron 1 of 16)	intron (NM_016441, intron 1 of 16)	14485	NM_016441	51232	Hs.699247	NM_016441	ENSG00000150938	CRIM1	CRIM-1|S52	cysteine rich transmembrane BMP regulator 1 (chordin-like)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3846	chr6	56969682	56969731	+	37	NA	3' UTR (NM_001257273, exon 4 of 4)	3' UTR (NM_001257273, exon 4 of 4)	14878	NM_015555	26036	Hs.485628	NM_015555	ENSG00000112200	ZNF451	COASTER|dJ417I1.1	zinc finger protein 451	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1608	chr15	92508350	92508404	+	37	NA	intron (NM_001145044, intron 2 of 10)	intron (NM_001145044, intron 2 of 10)	111439	NM_001145044	28232	Hs.311187	NM_013272	ENSG00000176463	SLCO3A1	OATP-D|OATP3A1|OATPD|SLC21A11	solute carrier organic anion transporter family, member 3A1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_281	chr1	150602018	150602071	+	37	NA	5' UTR (NM_004436, exon 1 of 4)	promoter-TSS (NM_004436)	54	NM_207043	2029	Hs.632456	NM_004436	ENSG00000143420	ENSA	ARPP-19e	endosulfine alpha	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4474	chr9	131356488	131356548	+	37	NA	exon (NM_001130438, exon 24 of 57)	exon (NM_001130438, exon 24 of 57)	41681	NM_003127	6709	Hs.372331	NM_003127	ENSG00000197694	SPTAN1	EIEE5|NEAS|SPTA2	spectrin, alpha, non-erythrocytic 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4163	chr9	2811359	2811408	+	37	NA	exon (NM_014878, exon 15 of 18)	exon (NM_014878, exon 15 of 18)	32747	NM_014878	9933	Hs.493309	NM_014878	ENSG00000080608	PUM3	HA-8|HLA-HA8|KIAA0020|PEN|PUF-A|PUF6|XTP5	pumilio RNA binding family member 3	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4435	chr9	109625256	109625305	+	37	NA	Intergenic	promoter-TSS (NM_021224)	-98	NM_021224	58499	Hs.370379	NM_021224	ENSG00000148143	ZNF462	Zfp462	zinc finger protein 462	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1234	chr13	75884163	75884221	+	37	NA	exon (NM_014832, exon 14 of 21)	exon (NM_014832, exon 14 of 21)	69468	NR_132375	106144536	Hs.591226	NR_132375		LINC01078	-	long intergenic non-protein coding RNA 1078	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3940	chr6	158903528	158903577	+	37	NA	intron (NM_020245, intron 8 of 13)	intron (NM_020245, intron 8 of 13)	-53916	NM_020823	57583	Hs.99145	NM_020823	ENSG00000146433	TMEM181	GPR178|KIAA1423	transmembrane protein 181	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3177	chr5	14711326	14711410	+	37	NA	exon (NM_054027, exon 12 of 12)	exon (NM_054027, exon 12 of 12)	-1435	NR_046285	100130744	Hs.660550	NR_046285		LOC100130744	-	uncharacterized LOC100130744	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2128	chr19	17346364	17346431	+	37	NA	exon (NM_005234, exon 3 of 4)	exon (NM_005234, exon 3 of 4)	9384	NM_024578	79629	Hs.422676	NM_024578	ENSG00000099330	OCEL1	FWP009|S863-9	occludin/ELL domain containing 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2467	chr2	188348836	188348885	+	37	NA	exon (NM_001032281, exon 6 of 7)	exon (NM_001032281, exon 6 of 7)	-35839	NM_005795	10203	Hs.470882	NM_005795	ENSG00000064989	CALCRL	CGRPR|CRLR	calcitonin receptor like receptor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1599	chr16	30366510	30366559	+	37	NA	5' UTR (NM_006110, exon 1 of 7)	promoter-TSS (NM_001243646)	148	NM_006110	10421	Hs.202677	NM_006110	ENSG00000169217	CD2BP2	FWP010|LIN1|PPP1R59|Snu40|U5-52K	CD2 (cytoplasmic tail) binding protein 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1721	chr17	4443090	4443212	+	37	NA	exon (NM_014520, exon 26 of 26)	TTS (NM_001124758)	15530	NM_014520	10514	Hs.22824	NM_014520	ENSG00000132382	MYBBP1A	P160|PAP2	MYB binding protein (P160) 1a	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2961	chr22	39917844	39917907	+	37	NA	exon (NM_182810, exon 3 of 3)	exon (NM_182810, exon 3 of 3)	1306	NM_182810	468	Hs.496487	NM_001675	ENSG00000128272	ATF4	CREB-2|CREB2|TAXREB67|TXREB	activating transcription factor 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2749	chr22	42483028	42483077	+	37	NA	intron (NM_002490, intron 2 of 2)	intron (NM_002490, intron 2 of 2)	3836	NM_002490	4700	Hs.274416	NM_002490	ENSG00000184983	NDUFA6	B14|CI-B14|LYRM6|NADHB14	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2360	chr2	86399833	86399882	+	37	NA	intron (NM_001100169, intron 4 of 14)	L2a|LINE|L2	20374	NR_039939	100616159		NR_039939	ENSG00000265420	MIR4779	-	microRNA 4779	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2029	chr18	61077526	61077576	+	37	NA	exon (NM_004869, exon 3 of 11)	exon (NM_004869, exon 3 of 11)	12201	NM_004869	9525	Hs.126550	NM_004869	ENSG00000119541	VPS4B	MIG1|SKD1|SKD1B|VPS4-2	vacuolar protein sorting 4 homolog B (S. cerevisiae)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2545	chr2	86362994	86363127	+	37	NA	non-coding (NR_004378, exon 1 of 1)	promoter-TSS (NR_004378)	67	NR_004378	692225	Hs.723087	NR_004378	ENSG00000208772	SNORD94	U94	small nucleolar RNA, C/D box 94	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3198	chr5	34144896	34144945	+	37	NA	Intergenic--4646	L1PA16|LINE|L1	-20287	NR_037951	100534612	Hs.171929	NR_037951	ENSG00000273294	C1QTNF3-AMACR	-	C1QTNF3-AMACR readthrough (NMD candidate)	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3225	chr5	43539020	43539069	+	37	NA	exon (NM_182789, exon 5 of 11)	exon (NM_182789, exon 5 of 11)	18151	NM_006451	10605	Hs.482038	NM_006451	ENSG00000172239	PAIP1	-	poly(A) binding protein interacting protein 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1169	chr12	101776928	101776977	+	37	NA	exon (NM_014503, exon 59 of 62)	exon (NM_014503, exon 59 of 62)	24646	NM_001301068	400	Hs.372616	NM_001177	ENSG00000120805	ARL1	ARFL1	ADP-ribosylation factor like GTPase 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1981	chr18	10736659	10736708	+	37	NA	exon (NM_022068, exon 32 of 52)	exon (NM_022068, exon 32 of 52)	22964	NR_106846	102466735		NR_106846	ENSG00000274838	MIR6788	hsa-mir-6788	microRNA 6788	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_4090	chr8	109240478	109240546	+	37	NA	exon (NM_001568, exon 7 of 13)	exon (NM_001568, exon 7 of 13)	20447	NM_001568	3646	Hs.405590	NM_001568	ENSG00000104408	EIF3E	EIF3-P48|EIF3S6|INT6|eIF3-p46	eukaryotic translation initiation factor 3, subunit E	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_72	chr1	27268005	27268085	+	37	NA	exon (NM_006600, exon 3 of 9)	exon (NM_006600, exon 3 of 9)	18856	NM_152365	126695	Hs.188881	NM_152365	ENSG00000175707	KDF1	C1orf172	keratinocyte differentiation factor 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2540	chr2	242202142	242202203	+	37	NA	exon (NM_001243900, exon 6 of 28)	exon (NM_001243900, exon 6 of 28)	10074	NM_203346	3069	Hs.471851	NM_005336	ENSG00000115677	HDLBP	HBP|PRO2900|VGL	high density lipoprotein binding protein	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3751	chr7	23383386	23383435	+	37	NA	exon (NM_006547, exon 9 of 15)	exon (NM_006547, exon 9 of 15)	44470	NM_138446	115416	Hs.87385	NM_138446		MALSU1	C7orf30|mtRsfA	mitochondrial assembly of ribosomal large subunit 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_548	chr10	74035642	74035705	+	37	NA	3' UTR (NM_019058, exon 3 of 3)	3' UTR (NM_019058, exon 3 of 3)	1996	NM_019058	54541	Hs.744875	NM_019058	ENSG00000168209	DDIT4	Dig2|REDD-1|REDD1	DNA damage inducible transcript 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3458	chr6	27860484	27860615	+	37	NA	exon (NM_003514, exon 1 of 1)	promoter-TSS (NM_003527)	414	NM_003514	8336	Hs.134999	NM_003514	ENSG00000278677	HIST1H2AM	H2A.1|H2A/n|H2AFN|dJ193B12.1	histone cluster 1, H2am	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2727	chr22	36877613	36877662	+	37	NA	5' UTR (NM_012473, exon 1 of 4)	promoter-TSS (NM_012473)	50	NM_012473	25828	Hs.211929	NM_012473	ENSG00000100348	TXN2	MT-TRX|MTRX|TRX2	thioredoxin 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1394	chr14	103987664	103987716	+	37	NA	exon (NM_001823, exon 5 of 8)	exon (NM_001823, exon 5 of 8)	1506	NM_001823	1152	Hs.173724	NM_001823	ENSG00000166165	CKB	B-CK|BCK|CKBB|HEL-211|HEL-S-29	creatine kinase, brain	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1258	chr13	38935709	38935759	+	37	NA	non-coding (NR_104585, exon 5 of 5)	non-coding (NR_104585, exon 5 of 5)	11826	NR_104584	51569	Hs.643655	NM_016617		UFM1	BM-002|C13orf20	ubiquitin-fold modifier 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2591	chr20	36793622	36793671	+	37	NA	5' UTR (NM_004613, exon 1 of 13)	promoter-TSS (NM_004613)	54	NM_198951	7052	Hs.517033	NM_004613		TGM2	G-ALPHA-h|GNAH|HEL-S-45|TG2|TGC	transglutaminase 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1119	chr12	108954852	108954901	+	37	NA	exon (NM_014706, exon 1 of 19)	promoter-TSS (NM_014301)	289	NM_014706	9733	Hs.584842	NM_014706	ENSG00000075856	SART3	DSAP1|P100|RP11-13G14|TIP110|p110|p110(nrb)	squamous cell carcinoma antigen recognized by T-cells 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3176	chr5	10761280	10761329	+	37	NA	5' UTR (NM_004394, exon 1 of 4)	promoter-TSS (NM_004394)	83	NM_001291963	1611	Hs.75189	NM_004394	ENSG00000112977	DAP	-	death-associated protein	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_671	chr11	9769505	9769587	+	37	NA	exon (NM_015055, exon 10 of 12)	exon (NM_015055, exon 10 of 12)	-10294	NR_036485	283104	Hs.632156	NR_036485	ENSG00000246273	SBF2-AS1	-	SBF2 antisense RNA 1	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3157	chr5	1060469	1060518	+	37	NA	exon (NM_006598, exon 21 of 24)	exon (NM_006598, exon 21 of 24)	2596	NR_039778	100616479		NR_039778	ENSG00000263834	MIR4635	-	microRNA 4635	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_14	chr1	1509895	1509956	+	37	NA	exon (NM_014188, exon 1 of 5)	exon (NM_014188, exon 1 of 5)	337	NM_014188	29101	Hs.30026	NM_014188	ENSG00000160075	SSU72	HSPC182|PNAS-120	SSU72 homolog, RNA polymerase II CTD phosphatase	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_419	chr1	202917458	202917507	+	37	NA	exon (NM_015999, exon 3 of 8)	exon (NM_015999, exon 3 of 8)	9630	NM_001290553	51094	Hs.5298	NM_015999	ENSG00000159346	ADIPOR1	ACDCR1|CGI-45|CGI45|PAQR1|TESBP1A	adiponectin receptor 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4033	chr8	71506757	71506806	+	37	NA	exon (NM_014294, exon 6 of 11)	exon (NM_014294, exon 6 of 11)	13913	NM_014294	23471	Hs.491988	NM_014294	ENSG00000067167	TRAM1	PNAS8|TRAM|TRAMP	translocation associated membrane protein 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4107	chr8	124382153	124382211	+	37	NA	exon (NM_014109, exon 7 of 28)	exon (NM_014109, exon 7 of 28)	26523	NM_014109	29028	Hs.370834	NM_014109	ENSG00000156802	ATAD2	ANCCA|CT137|PRO2000	ATPase family, AAA domain containing 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1937	chr17	74066421	74066470	+	37	NA	intron (NR_048541, intron 1 of 14)	intron (NR_048541, intron 1 of 14)	2162	NM_014230	6730	Hs.514495	NM_014230	ENSG00000167881	SRP68	-	signal recognition particle 68kDa	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4374	chr9	33034262	33034311	+	37	NA	exon (NM_001539, exon 6 of 9)	exon (NM_001539, exon 6 of 9)	9085	NM_001539	3301	Hs.445203	NM_001539		DNAJA1	DJ-2|DjA1|HDJ2|HSDJ|HSJ-2|HSJ2|HSPF4|NEDD7|hDJ-2	DnaJ (Hsp40) homolog, subfamily A, member 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_621	chr10	112641230	112641279	+	37	NA	exon (NM_014456, exon 3 of 12)	exon (NM_014456, exon 3 of 12)	9701	NM_014456	27250	Hs.711490	NM_014456	ENSG00000150593	PDCD4	H731	programmed cell death 4 (neoplastic transformation inhibitor)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2912	chr21	46493780	46493829	+	36	NA	Intergenic	promoter-TSS (NM_015833)	-678	NR_027292	728039	Hs.309203	NM_032653	ENSG00000235374	SSR4P1	C21orf122|PRED57|PRED90	signal sequence receptor, delta pseudogene 1	pseudo
4E1-PMA-01_S10b_sorted_rstrand_peak_1290	chr14	24658551	24658670	+	36	NA	3' UTR (NM_006405, exon 6 of 6)	promoter-TSS (NM_024658)	-486	NM_024658	79711	Hs.411865	NM_024658	ENSG00000196497	IPO4	Imp4	importin 4	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_398	chr1	207503397	207503446	+	36	NA	intron (NM_001300904, intron 5 of 10)	L2c|LINE|L2	8604	NM_001300904	1604	Hs.126517	NM_000574	ENSG00000196352	CD55	CR|CROM|DAF|TC	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_407	chr1	197081799	197081848	+	36	NA	intron (NM_018136, intron 17 of 27)	MER4A1|LTR|ERV1	34001	NM_018136	259266	Hs.121028	NM_018136	ENSG00000066279	ASPM	ASP|Calmbp1|MCPH5	abnormal spindle microtubule assembly	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_920	chr11	122929329	122929430	+	36	NA	exon (NM_006597, exon 7 of 9)	exon (NM_006597, exon 7 of 9)	3664	NM_006597	3312	Hs.180414	NM_006597	ENSG00000109971	HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	heat shock 70kDa protein 8	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4248	chr8	40011199	40011353	+	36	NA	exon (NM_020130, exon 1 of 1)	exon (NM_020130, exon 1 of 1)	289	NM_020130	56892	Hs.591849	NM_020130	ENSG00000176907	C8orf4	TC-1|TC1	chromosome 8 open reading frame 4	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4581	chrX	24092886	24092935	+	36	NA	intron (NM_001415, intron 11 of 11)	L1MC4|LINE|L1	19845	NM_001415	1968	Hs.539684	NM_001415		EIF2S3	EIF2|EIF2G|EIF2gamma|eIF-2gA	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4604	chrX	48755214	48755263	+	36	NA	5' UTR (NM_001032383, exon 1 of 7)	promoter-TSS (NM_005710)	25	NM_001167990	10084	Hs.534384	NM_005710	ENSG00000102103	PQBP1	MRX2|MRX55|MRXS3|MRXS8|NPW38|RENS1|SHS	polyglutamine binding protein 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3443	chr5	24245084	24245147	+	36	NA	Intergenic--4624	L2a|LINE|L2	293658	NR_131245	439936	Hs.638078	NR_131245		C5orf17	-	chromosome 5 open reading frame 17	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3944	chr6	160199789	160199856	+	36	NA	exon (NM_005891, exon 9 of 9)	exon (NM_005891, exon 9 of 9)	1591	NR_002960	677806	Hs.689705	NR_002960	ENSG00000207392	SNORA20	ACA20	small nucleolar RNA, H/ACA box 20	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2257	chr2	20544305	20544354	+	36	NA	intron (NM_015317, intron 1 of 20)	intron (NM_015317, intron 1 of 20)	6282	NM_015317	23369	Hs.467824	NM_015317	ENSG00000055917	PUM2	PUMH2|PUML2	pumilio RNA binding family member 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_941	chr11	125484294	125484343	+	36	NA	exon (NM_001278504, exon 14 of 17)	exon (NM_001278504, exon 14 of 17)	-10713	NM_001114122	1111	Hs.24529	NM_001274	ENSG00000149554	CHEK1	CHK1	checkpoint kinase 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2560	chr20	17949388	17949437	+	36	NA	5' UTR (NM_152227, exon 1 of 14)	promoter-TSS (NM_014426)	25	NM_014426	27131	Hs.316890	NM_014426	ENSG00000089006	SNX5	-	sorting nexin 5	protein-coding
